Generation Number,Lineage 0 (Wx - fitness points),Lineage 1 (Wx - fitness points),Lineage 2 (Wx - fitness points),Lineage 3 (Wx - fitness points),Lineage 4 (Wx - fitness points),Lineage 5 (Wx - fitness points),Lineage 6 (Wx - fitness points),Lineage 7 (Wx - fitness points)
1,133333483889151255300000000,11111137901284548030000000,11111113445816487100000000,22222237000038370750000000,11111129333464791980000000,140333487300470000000,151778296795140000000,8555586617420000000
2,133333483889151241010000000,11111137901284535940000000,11111113445816487100000000,22222237000038346000000000,11111129333464654920000000,140333487300980000000,151778296781540000000,8555586616100000000
3,133333483889151229140000000,11111137901284423560000000,11111113445816473680000000,22222237000038345670000000,11111129333464654920000000,140333487300000000000,151778296781540000000,8555586614820000000
4,133333483889151229140000000,11111137901284423560000000,11111113445815362440000000,22222237000037234490000000,11111129333464643900000000,140333487300000000000,151778296780550000000,8555586614820000000
5,133333483889151229140000000,11111137901284423560000000,11111113445815362440000000,22222237000037233600000000,11111129333464632800000000,140333487300000000000,151778296780550000000,8555586601410000000
6,133333483889151229230000000,11111137901284423560000000,11111113445815360060000000,22222237000037233600000000,11111129333464633670000000,140333487300000000000,151778296780280000000,8555586589320000000
7,133333483889151106000000000,11111137901272203430000000,11111113445815360060000000,22222237000037232520000000,11111129333464621420000000,140333487176550000000,151778296771380000000,8555586589320000000
8,133333483889151106000000000,11111137901272203430000000,11111113445815359870000000,22222237000037231720000000,11111129333464620920000000,140333487066730000000,151778296769730000000,8555586589320000000
9,133333483889151106000000000,11111137901272191050000000,11111113445815359870000000,22222237000037229140000000,11111129333464620920000000,140333487066730000000,151778296769730000000,8555586578640000000
10,133333483889151105940000000,11111137901272191050000000,11111113445815345040000000,22222237000037229140000000,11111129333464510760000000,140333487066730000000,151778296769730000000,8555586578740000000
11,133333483889151103590000000,11111137901272191050000000,11111113445815345040000000,22222237000037229140000000,11111129333464496840000000,140333487066730000000,151778296769730000000,8555586563970000000
12,133333483889151103590000000,11111137901272188690000000,11111113444580766390000000,22222237000037229140000000,11111129333464495630000000,140333487067870000000,151778296769720000000,8555586552520000000
13,133333483889151101440000000,11111137901272051730000000,11111113444580766390000000,22222237000037215550000000,11111129333464495410000000,140333486944280000000,151778296769540000000,8555586552320000000
14,133333483889151100180000000,11111137901271926030000000,11111113444580752000000000,22222237000037092810000000,11111129333340790870000000,140333486944280000000,151778296646400000000,8555586541100000000
15,133333483889151100180000000,11111137901271925910000000,11111113444580750840000000,22222237000037092810000000,11111129333340790870000000,140222375835740000000,151778296646190000000,8555586541100000000
16,133333483889151099280000000,11111137901271926300000000,11111113444580739430000000,22222237000037092810000000,11111129333340790870000000,140222375813610000000,151778296658470000000,8555586541100000000
17,133333483889151099280000000,11111137901271922010000000,11111113444580738250000000,22222237000037077890000000,11111129333340696600000000,140222375812270000000,151778295555340000000,8444475431240000000
18,133333483889151077120000000,11111137901271920880000000,11111113444580736320000000,22222237000037077890000000,11111129333340696410000000,140222375814320000000,151778295520440000000,8444475440230000000
19,133333483889151077120000000,11111137901271918510000000,11111113444580722850000000,22222235888925966730000000,11111129333340585410000000,140222375799890000000,151778295519330000000,8444474206760000000
20,133333483889151063820000000,11111137901271908610000000,11111113444580697480000000,22222235777814855600000000,11111129333340585410000000,140222375799590000000,151778295520830000000,8444474209860000000
21,133333483889149853600000000,11111137901271908610000000,11111113444580697480000000,22222235777814855600000000,11111129333340574210000000,140222375787290000000,151778295397640000000,8444474197710000000
22,133333483889148621870000000,11111137901271908610000000,11111113444580695950000000,22222235777814843070000000,11111129333340575620000000,140222375789750000000,151778295274340000000,8444474197710000000
23,133333483889148604310000000,11111137901271907490000000,11111113444580694750000000,22222235777814842870000000,11111129333340553380000000,140222375667150000000,151778295273950000000,8444474073520000000
24,133333483889148618150000000,11111137901271907490000000,11111113444580695110000000,22222235777814842870000000,11111129333340550960000000,140222375667150000000,151778295276330000000,8444474063700000000
25,133333483889148482590000000,11111137901271907490000000,11111113444580683070000000,22222235777814842840000000,11111129333340548540000000,140222375643580000000,151778171694860000000,8444474063700000000
26,133333483889148482590000000,11111137901271906330000000,11111113444580681870000000,22222235777814843940000000,11111129333340537480000000,140222375643310000000,151778171672900000000,8444474063700000000
27,133333483889148480770000000,11111137901271893850000000,11111113444580667800000000,22222235777814842600000000,11111129333340537480000000,140222375631080000000,151778171661700000000,8444474062240000000
28,133333483889026234930000000,11111137901271894880000000,11111113444581915620000000,22222235777814842600000000,11111129333340536210000000,140222375631080000000,151778171661700000000,8444474063410000000
29,133333483889026234930000000,11111137901271893440000000,11111113444580544210000000,22222235777814842600000000,11111129333340536210000000,140222375631080000000,151778171661700000000,8444474051720000000
30,133333483889026238030000000,11111137901270782880000000,11111113444580544210000000,22222235777814825720000000,11111129333340413140000000,140222375621290000000,151778171649720000000,8444474050750000000
31,133333483889026127370000000,11111137901270782880000000,11111113444580424260000000,22222235777814825720000000,11111129333340409540000000,140222375621290000000,151778171648180000000,8444474050070000000
32,133333483889026005230000000,11111137901270781750000000,11111113444579190870000000,22222235777814814740000000,11111129333340410550000000,140222375620990000000,151778171648180000000,8444474035380000000
33,133333483889026005230000000,11111137901270781410000000,11111113444579189760000000,22222235777814814470000000,11111129333340283810000000,140222375619990000000,151778171648140000000,8444474035380000000
34,133333483889026004780000000,11111137901270781410000000,11111113444579199710000000,22222235777814815670000000,11111129333340283810000000,140222375607800000000,151778171528250000000,8444474035180000000
35,133333483889026004780000000,11111137901270657150000000,11111113444579086330000000,22222235777814691240000000,11111129333340271620000000,140222375606190000000,151778171528250000000,8444474034280000000
36,133333483889026002300000000,11111137901270655820000000,11111113444579086330000000,22222235777813457840000000,11111129333340271270000000,140222375606190000000,151778171528250000000,8444474033100000000
37,133333483889026000470000000,11111137901270655820000000,11111113444579086330000000,22222235777813456730000000,11111129333340271270000000,140222375606190000000,151778048082760000000,8444474032000000000
38,133333483889026000530000000,11111137901270655820000000,11111113444579086330000000,22222235777813343310000000,11111129333340271270000000,140222375606090000000,151778048192630000000,8444474041530000000
39,133333483889025999420000000,11111137901269543620000000,11111113444579080470000000,22222235777813343310000000,11111129333340247440000000,140222375581600000000,151778048068830000000,8444474020620000000
40,133333483889025986890000000,11111137901269543320000000,11111113444579081710000000,22222235777813343310000000,11111129333340243880000000,140222375581600000000,151778048055180000000,8444474019330000000
41,133333483889024741380000000,11111137901269433530000000,11111113444579068150000000,22222235777813341900000000,11111129333340243880000000,140222375580740000000,151778048045070000000,8444474016820000000
42,133333483889024740370000000,11111137901269433650000000,11111113444578945640000000,22222235777813341900000000,11111129333340243880000000,140222375580790000000,151778048026220000000,8444474015530000000
43,133333483889024726750000000,11111137901269420900000000,11111113444578945640000000,22222235777813217590000000,11111129333340230130000000,140222375579590000000,151778048026220000000,8444461669700000000
44,133333483889024726750000000,11111137901269422320000000,11111113444578945710000000,22222235777813214860000000,11111129333340230220000000,140222375580870000000,151778048026220000000,8444461667090000000
45,133333483889024726750000000,11111137901269411490000000,11111113444578933510000000,22222235777813214860000000,11111129333340230010000000,140222375567100000000,151777937039850000000,8444461667090000000
46,133333483889024714230000000,11111137901269411490000000,11111113444578933510000000,22222235777813212760000000,11111129333340231420000000,140222375555080000000,151777937039850000000,8444460433640000000
47,133333483889023466960000000,11111137901269411490000000,11111113444578933510000000,22222235777813212760000000,11111129333340218800000000,140222375554960000000,151777937027100000000,8444460433640000000
48,133333483889023466960000000,11111137901269411490000000,11111113444578809890000000,22222235777813200660000000,11111129333340217610000000,140222375554960000000,151777937027050000000,8444460433640000000
49,133333483889023466960000000,11111137901269411490000000,11111113444578798650000000,22222235777813200660000000,11111129333340216070000000,140222375554670000000,151777937015790000000,8444460421470000000
50,133333483889023468040000000,11111137901269399870000000,11111113444578797370000000,22222235777813200660000000,11111129333340213860000000,140222375554670000000,151777937015790000000,8444460409550000000
51,133333483889023466860000000,11111137901269399870000000,11111113444578797370000000,22222235777813200570000000,11111129333340213050000000,140222375525430000000,151666825903270000000,8444460409370000000
52,133333483889023466860000000,11111137901269399870000000,11111113444577566320000000,22222235777813200570000000,11111129333340213350000000,140222375525430000000,151666825903270000000,8444460409360000000
53,133333483889023465370000000,11111137790158289460000000,11111113444577566080000000,22222235777812091670000000,11111129333340200970000000,140222375525430000000,151666825903270000000,8444460287260000000
54,133333483889023468990000000,11111137790158164850000000,11111113444577564080000000,22222235777811969860000000,11111129333340200760000000,140222375512020000000,151666825888840000000,8444460288100000000
55,133333483889023457450000000,11111137790158164850000000,11111113444577550780000000,22222235777811968850000000,11111129333340198540000000,140222375512020000000,151666825888840000000,8444460276390000000
56,133333483889023467350000000,11111137790158165060000000,11111113444577550780000000,22222235777811957570000000,11111129333340185520000000,140222375499810000000,151666825767830000000,8444460276390000000
57,133333483889023453710000000,11111137790158153940000000,11111113444577550740000000,22222235777811957570000000,11111129333340185470000000,140222375499810000000,151666825767830000000,7333349164000000000
58,133333483889023455590000000,11111137790158153940000000,11111113444577450710000000,22222235777811946580000000,11111129333340183940000000,140222375499810000000,151666825764340000000,7333349176240000000
59,133333483889023328400000000,11111137790158153940000000,11111113444577450710000000,22222235777811946580000000,11111129333340183940000000,140222375477520000000,151666825764340000000,7333349162510000000
60,133333483889023328400000000,11111137790158151950000000,11111113444577452840000000,22222235777811945340000000,11111129333340183940000000,140222375476830000000,151666825753000000000,7333347915490000000
61,133333483889023318200000000,11111137790158146930000000,11111113444577328520000000,22222235777811933060000000,11111129333340178670000000,140222375476830000000,151666825739250000000,7333347915490000000
62,133333483889023305800000000,11111137790158144730000000,11111113444577328520000000,22222235777811950360000000,11111129333340056660000000,140222375490140000000,151666825739250000000,7333347903200000000
63,133333483889023305800000000,11111137790158143880000000,11111113444577328520000000,22222235777799726410000000,11111129333340056660000000,140222375363960000000,151666825714010000000,7333347903200000000
64,133333483889023305800000000,11111137790156895890000000,11111113444577318310000000,22222235777799726410000000,11111129333340058890000000,140222375363950000000,151666825714020000000,7333347903200000000
65,133333483889023293090000000,11111137790156883070000000,11111113444577318210000000,22222235777799726410000000,11111129333340047770000000,140222375348150000000,151666825713490000000,7333347903200000000
66,133333483889023291690000000,11111137790156883070000000,11111113444577317020000000,22222235777799726240000000,11111129333340046490000000,140222375348150000000,151666825712480000000,7333347899410000000
67,133333483889023291690000000,11111137777809968770000000,11111113444577317020000000,22222235777799702940000000,11111129333340037610000000,140222374105470000000,151666825712480000000,7333347899410000000
68,133333483889023291610000000,11111137777809968770000000,11111113444577194420000000,22222235777799701290000000,11111129333340026800000000,140222374104820000000,151666825712480000000,7333347898070000000
69,133333483889023291610000000,11111137777809966680000000,11111113444577193990000000,22222235777798464310000000,11111129333340026800000000,140222374104820000000,151666825699830000000,7333347885100000000
70,133333483889023291410000000,11111137777809966680000000,11111113444577193990000000,22222235777798378900000000,11111129333340031900000000,140222373982020000000,151666825703440000000,7333347885100000000
71,133333483889023291410000000,11111137777809954860000000,11111113444577193160000000,22222235777798378900000000,11111129333340017400000000,140222373982020000000,151666813481160000000,7333347761500000000
72,133333483889023291410000000,11111137777809954860000000,11111113444577189730000000,22222235777798378900000000,11111129333340029510000000,140222372733870000000,151666813481050000000,7333347761500000000
73,133333483889023290000000000,11111137777809954860000000,11111113444577189730000000,22222235777798365260000000,11111129333339906000000000,140222372733870000000,151666690036650000000,7333347639010000000
74,133333483889023289130000000,11111137777809955060000000,11111113444577065930000000,22222235777798365260000000,11111129333339905630000000,140222372733680000000,151666690036650000000,7333347639010000000
75,133333483889023276030000000,11111137777809953670000000,11111113444577065930000000,22222235777798352850000000,11111129333339905530000000,140222372733680000000,151666690025770000000,7333347514490000000
76,133333483889023252340000000,11111137777809954190000000,11111113444577065930000000,22222235777798352850000000,11111129333339892350000000,140222372733680000000,151666690024430000000,7333347515810000000
77,133333483889023252340000000,11111137777809950730000000,11111113444577065930000000,22222235777798217330000000,11111129333339892120000000,140222372611680000000,151666690023210000000,7333347393670000000
78,133333483889023251310000000,11111137777809950730000000,11111113444577066970000000,22222235777798216030000000,11111129333339891230000000,140222372610680000000,151666690023210000000,7333347393670000000
79,133333483889023251310000000,11111137777809937930000000,11111113444576954470000000,22222235777798216030000000,11111129333339891230000000,140222372598470000000,151666690013090000000,7333347393670000000
80,133333483889023252290000000,11111137777809839380000000,11111113444576954470000000,22222235777798191830000000,11111129333339765550000000,140222372598470000000,151666690014320000000,7333347392480000000
81,133333483889023251160000000,11111137777809839380000000,11111113444576954470000000,22222235777798191370000000,11111129333339765550000000,140222372584850000000,151666689904420000000,7333347377990000000
82,133333482666800892270000000,11111137777809835750000000,11111113444576940870000000,22222235777798191370000000,11111129333339765550000000,140222372584850000000,151666689904420000000,7333347362080000000
83,133333482666800892270000000,11111137777809824440000000,11111113444576940870000000,22222235777798191370000000,11111129333339764410000000,140222372572240000000,151666689772310000000,7333347361860000000
84,133333482666800892420000000,11111137777809824200000000,11111113444576940730000000,22222235777798182480000000,11111129333339764410000000,140222372449040000000,151666689672350000000,7333347360660000000
85,133333482666800891230000000,11111137777809808500000000,11111113444576940300000000,22222235777798182480000000,11111129333339763100000000,140222372448710000000,151666689672350000000,7333347349260000000
86,133333482666800881190000000,11111137777809807000000000,11111113444576938790000000,22222235777798181360000000,11111129333339763100000000,140222372447490000000,151666689548940000000,7333347350360000000
87,133333482666800769960000000,11111137777809794480000000,11111113444576938790000000,22222235777798179270000000,11111129333339749360000000,140222372445300000000,151666689548940000000,7333347335990000000
88,133333482666800757870000000,11111137777809794480000000,11111113444576938790000000,22222235777798167340000000,11111129333339749360000000,140222372432810000000,151666689548940000000,7333347339530000000
89,133333482666800757870000000,11111137777809789740000000,11111113444576938790000000,22222235777798167340000000,11111129333339749360000000,140222372431830000000,151666689545600000000,7333347328570000000
90,133333482666800745640000000,11111137777809803450000000,11111113444576815590000000,22222235777798167340000000,11111128111117528170000000,140222372431550000000,151666689546610000000,6222236327190000000
91,133333482666800744220000000,11111137777809682300000000,11111113444576815590000000,22222235777798167340000000,11111128111117525830000000,140222372429270000000,151666689434420000000,6222236202790000000
92,133333482666800735710000000,11111137777809548850000000,11111113444576814350000000,22222235777798168570000000,11111128111117513830000000,140222372427960000000,151666689431920000000,6222236190910000000
93,133333482666677292080000000,11111137777809548850000000,11111113444576814350000000,22222235777798154670000000,11111128111117512340000000,140222372427700000000,151555578330870000000,6222236189410000000
94,133333482666677277470000000,11111137777809425470000000,11111113444576814350000000,22222235777798153830000000,11111128111117512600000000,140222372425070000000,151555578207190000000,6222236189130000000
95,133333482666677277470000000,11111137777809424770000000,11111113444576715440000000,22222235777798153830000000,11111128111117512280000000,140222372423860000000,151555578207190000000,6222236189130000000
96,133333482666677262670000000,11111137777809424770000000,11111113444576715440000000,22222235777798153830000000,11111128111117512400000000,140222372422450000000,151555578205640000000,6222236165930000000
97,133333482666677262670000000,11111137777809424660000000,11111113444576713240000000,22222235777798142350000000,11111128111117511380000000,140222372421450000000,151555578205640000000,6222236152500000000
98,133333482666677262670000000,11111137777809420790000000,11111113444576714490000000,22222235777798142350000000,11111128111117511380000000,140222372422420000000,151555578205640000000,6222236152070000000
99,133333482666677261760000000,11111137777809420570000000,11111113444576601050000000,22222235777798142350000000,11111128111117511050000000,140222371200220000000,151555578205640000000,6222236150780000000
100,133333482666677263210000000,11111137777809408300000000,11111113444576614660000000,22222235777798018710000000,11111128111117509540000000,140222371187900000000,151555578205640000000,6222236149670000000
101,133333482666677139060000000,11111137777809407400000000,11111113333465517930000000,22222235777798018710000000,11111128111117509540000000,140222247706530000000,151555578198000000000,6222236149670000000
102,133333482666677139060000000,11111137777809407400000000,11111113333465519330000000,11111124666686911910000000,11111128111117509540000000,140222247705720000000,151555578198000000000,6222234913770000000
103,133333482666677139060000000,11111137777809395250000000,11111113333465506730000000,11111124666686911910000000,11111128111117509540000000,140222247704290000000,151555578073160000000,6222234913770000000
104,133333482666677135530000000,11111137777809398460000000,11111113333465505540000000,11111124666686788310000000,11111128111117496240000000,140222247704290000000,151555578073160000000,6222234913770000000
105,133333482666677124320000000,11111137777809387250000000,11111113333465505540000000,11111124666686788310000000,11111128111117485070000000,140222247704290000000,151555578049870000000,6222234900450000000
106,133333482666677124320000000,11111137666698399340000000,11111113333465494290000000,11111124666686777390000000,11111128111117486210000000,140222247703430000000,151555578037340000000,6222234900450000000
107,133333482666677011920000000,11111137666698399340000000,11111113333465483300000000,11111124555575666290000000,11111128111117375530000000,140222247703430000000,151555578037340000000,6222234897570000000
108,133333482666677009410000000,11111137666698402040000000,11111113333465484470000000,11111124555575666310000000,11111128111117371930000000,140222235477710000000,151555578037340000000,6222234896650000000
109,133333482666677009410000000,11111137555587289500000000,11111113333465469970000000,11111124555575655240000000,11111128111117371930000000,140222235344400000000,151555578037340000000,6222234895710000000
110,133333482666677011490000000,11111137555587289500000000,11111113333465457850000000,11111124555575655240000000,11111128111117371930000000,140222235332070000000,151555578026170000000,6222234784830000000
111,133333482666677008510000000,11111137555587289500000000,11111113333465457590000000,11111124555575655240000000,11111128111117371930000000,140222235331250000000,151555578026170000000,6222234783970000000
112,133333482666677008510000000,11111137555587287160000000,11111113333465457590000000,11111124555575655240000000,11111128111117371930000000,140222235343630000000,151555577888190000000,6222233549840000000
113,133333482666677008510000000,11111137555587284610000000,11111113333465457590000000,11111124555575655240000000,11111128111117362420000000,140222235207130000000,151555577888190000000,6222233432000000000
114,133333482666677006480000000,11111137555587284320000000,11111113333465456650000000,11111124555575655250000000,11111128111117362420000000,140222235194560000000,151555577874700000000,6222233431890000000
115,133333482666677006480000000,11111137555587282790000000,11111113333465454240000000,11111124555575534300000000,11111128000006262370000000,140111124084560000000,151555577874700000000,6222233431890000000
116,133333482666677006480000000,11111137555574934460000000,11111113333465454240000000,11111124555575413210000000,11111128000006262360000000,140111124084560000000,151555577873410000000,6222233431890000000
117,133333482666677002300000000,11111137555574934460000000,11111113333465454240000000,11111124555575299530000000,11111128000006262360000000,140111124084560000000,151555577751420000000,6222233416100000000
118,133333482666677002430000000,11111137555574933160000000,11111113333465442000000000,11111124555575297150000000,11111128000006259790000000,140111124083160000000,151555577747830000000,6222233409090000000
119,133333482666676756280000000,11111137555574931660000000,11111113333465441770000000,11111124555575282730000000,11111128000006259790000000,140111124083160000000,151555577747830000000,6222233409090000000
120,133333482666676755170000000,11111137555574931660000000,11111113333465441770000000,11111124555575273020000000,11111128000006260790000000,140111124083920000000,151555577613450000000,6222232171950000000
121,133333482666676754010000000,11111137555574927870000000,11111113333465441770000000,11111124555575273020000000,11111128000006251350000000,140111124082270000000,151555577599890000000,6222232171590000000
122,133333482666676741960000000,11111137555574927870000000,11111113333465443880000000,11111124555575260600000000,11111128000006251350000000,140111124082270000000,151555577599890000000,6222232171900000000
123,133333482666676741960000000,11111137555574926690000000,11111113333465431440000000,11111124555575260600000000,11111128000006250350000000,140111124071420000000,151555577588690000000,6222232170640000000
124,133333482666676743070000000,11111137555574916940000000,11111113333465429040000000,11111124555575260600000000,11111128000006250180000000,140111124059130000000,151555577588690000000,6222232170640000000
125,133333482666676730910000000,11111137555574916940000000,11111113333465429040000000,11111124555575260510000000,11111128000006248790000000,140111124059130000000,151555577587660000000,6222232170640000000
126,133333482666676729760000000,11111137555574916700000000,11111113333465428930000000,11111124555575260510000000,11111128000006248790000000,140111124058040000000,151555577575060000000,6222232170640000000
127,133333482666676728630000000,11111137555574903690000000,11111113333465428930000000,11111124555575038120000000,11111127888895151110000000,140111124058040000000,151555577575060000000,6222232169860000000
128,133333482666676728230000000,11111137555574903690000000,11111113333465415610000000,11111124555575026810000000,11111127888895151110000000,140111124059190000000,151555577576170000000,6222232169860000000
129,133333482666676728230000000,11111137555574891080000000,11111113333465404230000000,11111124555575026810000000,11111127888895151110000000,140111124047420000000,151555577572860000000,6222232167560000000
130,133333482666676718640000000,11111137555574891160000000,11111113333465404730000000,11111124555575011970000000,11111127888895150740000000,140111124047440000000,151555577572860000000,6222232166130000000
131,133333482666676593820000000,11111137555574880730000000,11111113333465393480000000,11111124555575001920000000,11111127888895150740000000,140111124046230000000,151555577570240000000,6222232164480000000
132,133333482666676579080000000,11111137555574878870000000,11111113333341801410000000,11111124555575003770000000,11111127888895150740000000,140111124047430000000,151555577565950000000,6222232157790000000
133,133333482666676579080000000,11111137555574877520000000,11111113333341801410000000,11111124555574990130000000,11111127888895150740000000,140111124034220000000,151555577565950000000,6222232157790000000
134,133333470333343245650000000,11111137555574876890000000,11111113333341790510000000,11111124555574990130000000,11111127888895150740000000,140111124034220000000,151555577565080000000,6222232157710000000
135,133333470333343245650000000,11111125333352656620000000,11111113333341790510000000,11111124555574990130000000,11111127888895150740000000,140111124034030000000,151555577555090000000,6222232046680000000
136,133333470333343245650000000,11111125333352657840000000,11111113333341790510000000,11111124555574980040000000,11111127888894917640000000,140111124026700000000,151555577556470000000,6222232044980000000
137,133333470333343245650000000,11111125333351435740000000,11111113333341778070000000,11111124555574870270000000,11111127888894917640000000,140111124025640000000,151555577432860000000,6222231921620000000
138,133333470333343243050000000,11111125333351435740000000,11111113333341774710000000,11111124555574870270000000,11111127888894917740000000,140111124025640000000,151555577432860000000,6222231920410000000
139,133333470333343218560000000,11111125333351435740000000,11111113333341774710000000,11111124555574858760000000,11111127888894905310000000,140111124025640000000,151555577432740000000,6222231920410000000
140,133333470333343218560000000,11111125333351421230000000,11111113333341774360000000,11111124555574846770000000,11111127888894905510000000,140111124025640000000,151555577430490000000,6222231920280000000
141,133333470333343218560000000,11111125333351408080000000,11111113333341773250000000,11111124555574846770000000,11111127888894894190000000,140111124025640000000,151555577430490000000,6222231908160000000
142,133333346888898773950000000,11111125333351408080000000,11111113333341775880000000,11111124555574846770000000,11111127888894885500000000,140111124025640000000,151444466205830000000,6222231907110000000
143,133333346888898772850000000,11111125333351408040000000,11111113333341652580000000,11111124555574837220000000,11111127888894884720000000,140111124023350000000,151444466205830000000,6222231907110000000
144,133333346888898772650000000,11111125333351408040000000,11111113333341641140000000,11111124555574835910000000,11111127888894884720000000,140111124021930000000,151444466205830000000,6222231898370000000
145,133333346888898770980000000,11111125333351406620000000,11111113333341640850000000,11111124555574832400000000,11111127888894870020000000,140111124021500000000,151444466193390000000,6222231898370000000
146,133333346888898769570000000,11111125333351281990000000,11111113333341516050000000,11111124555574833450000000,11111127888894868920000000,140111124021500000000,151444466193280000000,6222231898350000000
147,133333346888898769570000000,11111125333351281990000000,11111113333341515920000000,11111124555574832030000000,11111127888894867310000000,140111124019950000000,151444466179490000000,6222231885000000000
148,133333346888898767600000000,11111125333351281990000000,11111113333341503330000000,11111124555574832030000000,11111127888894867310000000,140111124019950000000,151444466179490000000,6111120774310000000
149,133333346888898767600000000,11111125333350023770000000,11111113333341488810000000,11111124555574820810000000,11111127888894867220000000,140111124018420000000,151444466179490000000,6111120662140000000
150,133333346888898766420000000,11111125333350023770000000,11111113333341490970000000,11111124555563709490000000,11111127888894867220000000,140000012905760000000,151444466179490000000,6111120662140000000
151,133333346888898765400000000,11111125333350023770000000,11111113333341487740000000,11111124555563709410000000,11111127888894867220000000,140000012905760000000,151444466167250000000,6111120659970000000
152,133333346888898762270000000,11111125333350021670000000,11111113333341486580000000,11111124555563708190000000,11111127888894867220000000,140000012905540000000,151444466167420000000,6111120659860000000
153,133333346888898760970000000,11111125333350010540000000,11111113333341486280000000,11111124555563708190000000,11111127888894867220000000,140000012894360000000,151444466164710000000,6111120659860000000
154,133333346888898759870000000,11111125333350009540000000,11111113333341486280000000,11111124555563828990000000,11111127888894881300000000,140000012881030000000,151444466163270000000,6111120659860000000
155,133333346888898746460000000,11111125333350007220000000,11111113333341472000000000,11111124555563704500000000,11111127888894854370000000,140000012864030000000,151444466163270000000,6111120658540000000
156,133333346888898732040000000,11111125333349899720000000,11111113333341472000000000,11111124555563704500000000,11111127888894852950000000,140000012864030000000,151444466161970000000,6111120657230000000
157,133333346888898732040000000,11111125333349899720000000,11111113333341461210000000,11111124555563704500000000,11111127888894741940000000,140000012850580000000,151444466161970000000,6111120657230000000
158,133333346888898718320000000,11111125333349898640000000,11111113333341446610000000,11111124555563594680000000,11111127888894741940000000,140000012849680000000,151444466164030000000,6111120657230000000
159,133333346888898718320000000,11111125333349898640000000,11111113333341446180000000,11111124555563594680000000,11111127888894729680000000,140000012849680000000,151444466146890000000,6111120657230000000
160,133333346888898718320000000,11111125333349897620000000,11111113333340199570000000,11111124555563594680000000,11111127888894729680000000,140000012836060000000,151444466146060000000,6111120643480000000
161,133333346888898717120000000,11111125333349896720000000,11111113333340199560000000,11111124555563581140000000,11111127888894729530000000,140000012836060000000,151444466146060000000,6111120643480000000
162,133333346888898704290000000,11111125333349896720000000,11111113333340199560000000,11111124555563580220000000,11111127888894730630000000,140000012837970000000,151444466144860000000,6111120643480000000
163,133333346888898704290000000,11111125333349896720000000,11111113333340199560000000,11111124555563580220000000,11111127888894608440000000,140000012826250000000,151444466144860000000,6111120630870000000
164,133333346888898593940000000,11111125333349898850000000,11111113333340199560000000,11111124555563580520000000,11111127888894486430000000,140000012826250000000,151444466144860000000,6111120620880000000
165,133333346888898585500000000,11111125222238778620000000,11111113333340087380000000,11111124555563568140000000,11111127888894476400000000,140000012826250000000,151444466142750000000,6111120620880000000
166,133333346888898585500000000,11111125222238779730000000,11111113333340087380000000,11111124555563568140000000,11111127888894476620000000,140000012826220000000,151444466142540000000,6111120620880000000
167,133333346888898585500000000,11111125222238766050000000,11111113333340087380000000,11111124555563559020000000,11111127888894472940000000,140000012826220000000,151444466142540000000,6111120620880000000
168,133333346888898584910000000,11111125222238769420000000,11111113333340087680000000,11111124555563558950000000,11111127888894472940000000,140000012724970000000,151444466142540000000,6111119382620000000
169,133333346888898584910000000,11111125222238759420000000,11111113333340073380000000,11111124555563558830000000,11111127888894472940000000,140000012724970000000,151444466142540000000,6111119382620000000
170,133333346888898586230000000,11111125222238759080000000,11111113333340073370000000,11111124555563558900000000,11111127888894472940000000,140000012724970000000,151444466142540000000,6111119382620000000
171,133333346888898575850000000,11111125222238759080000000,11111113333340073370000000,11111124555563553180000000,11111127888894471690000000,140000012724970000000,151444466132660000000,6111119382620000000
172,133333346888898575950000000,11111125222238759080000000,11111113333340073180000000,11111124555563552330000000,11111127888894458510000000,140000011492810000000,151444466132660000000,6111119382620000000
173,133333346888898561970000000,11111125222238759080000000,11111113333340073180000000,11111124555563552330000000,11111127888894458510000000,140000011492810000000,151444466132660000000,6000008267770000000
174,133333346888898576570000000,11111125222238759080000000,11111113333340052340000000,11111124555563541310000000,11111127888894445720000000,140000011368300000000,151444466122230000000,6000008267770000000
175,133333346888897340770000000,11111125222238759080000000,11111113333340052340000000,11111124555563541000000000,11111127888894432110000000,140000011353460000000,151444466121030000000,6000008256840000000
176,133333346888897332080000000,11111125222238770180000000,11111113333340163620000000,11111124555563539920000000,11111127888894432110000000,140000011327620000000,151444466120940000000,6000008256840000000
177,133333346888897331590000000,11111125222238647970000000,11111113333340040450000000,11111124555563538940000000,11111127888894432110000000,140000011327620000000,151444466120940000000,6000008256840000000
178,133333346888897341670000000,11111125222237388760000000,11111113333340040060000000,11111112222230205720000000,11111127888894432110000000,140000011325970000000,151444466120940000000,6000008242190000000
179,133333346888897328680000000,11111125222237388760000000,11111113333340036340000000,11111112222230205720000000,11111127888894432110000000,140000011325970000000,151444466107640000000,6000008241160000000
180,133333346888897326830000000,11111125222237388760000000,11111113333340034520000000,11111112222230205720000000,11111127888894432110000000,140000011324440000000,151444466105380000000,6000008230850000000
181,133333346888897326830000000,11111125222237387230000000,11111113333340034520000000,11111112222230205720000000,11111127888894418040000000,140000011324440000000,151444466105380000000,6000008220760000000
182,133333346888897326830000000,11111125222237376030000000,11111113333340034400000000,11111112222230192160000000,11111127888894416620000000,140000011324230000000,151444466105710000000,6000008220760000000
