Generation Number,Lineage 0 (Wx - fitness points),Lineage 1 (Wx - fitness points),Lineage 2 (Wx - fitness points),Lineage 3 (Wx - fitness points),Lineage 4 (Wx - fitness points),Lineage 5 (Wx - fitness points),Lineage 6 (Wx - fitness points),Lineage 7 (Wx - fitness points)
1,11112349666706736993557210,155555575000152856199292810,11111237777802564758406210,1233333350333363450824796910,11111246333490687379473410,5777821805761003610,29333345560590801010,3333506744908863110
2,11112349666705492609853310,155555575000152855614158810,11111237777802430276748610,1233333350333363450824796910,11111246333490687379473410,5777821805761003610,29333345559251386010,3333506744600665210
3,11112349666705491491888410,155555575000152854217340910,11111237777802430022861710,1233333350333363448501236110,11111246333490687379473410,5777821804215710610,29333345559251386010,3333506732242252510
4,11112349666704269045380710,155555575000152829247451010,11111237777802430022861710,1233333350333363446611615110,11111246333490685983974610,5777821801542472510,29333345546973405210,3333506722944590110
5,11112349666704269045380710,155555575000152829247451010,11111237777802430022861710,1233333350333363446611615110,11111246333490684424567510,5777821801542472510,29333345546453396010,3333506722944590110
6,11112349666704147504784610,155555575000152814937644610,11111237777802431430761610,1233333350333363321836834810,11111246333490684424567510,5777821576447613210,29333345545843279010,3333506722944590110
7,11112349666704146848773510,155555575000152814908549410,11111237777802294883626210,1233333350333362088339776410,11111246333490682987593710,5777821565905535210,29333345545843279010,3333506597951948910
8,11112349666704146848773510,155555575000152814908549410,11111237777802294418903110,1233333350333362211372326610,11111246333490682276061710,5777821554674202010,29333345423532531710,3333506598923339910
9,11112349666704007217945910,155555575000152814908549410,11111237777802293511654910,1233333350333360974690430210,11111246333490679869158110,5777821554664197510,29333345422385221710,3333506488038329110
10,11112349666704005583017810,155555575000152814908549410,11111237777802160100653110,1233333350333360874728186710,11111246333490679662450610,5777821553114153010,29333345422385221710,3333506488038329110
11,11112349666704005546606110,155555575000152802527470810,11111237777802160100653110,1233333350333360874728186710,11111246333490667665883410,5777821428910731210,29333345411530257210,3333506487396299310
12,11112349666703991813691610,155555575000152802527470810,11111237777802156412129210,1233333350333360875031654510,11111246333490667665883410,5777821441029827810,29333345410839156010,3333506464826895310
13,11112349666703991813691610,155555575000152802527470810,11111236555579934621796510,1233333350333360862468594310,11111246333490667306220710,5777820451344919310,29333345396937546410,3333506464826895310
14,11112349666703991813691610,155555575000152805236306210,11111236555579934621796510,1233333350333360862468594310,11111246333490655776027510,4555598226879932110,29333345396937546410,3333506466776528410
15,11112349666703980532546810,155555575000152778945370610,11111236555578698707636610,1233333350333360861922601710,11111246333490654363784110,4555598215795302710,29333345271450995210,3333506334223617610
16,11112349666703980532546810,155555575000152778945370610,11111236555578684245991610,1233333350333360861922601710,11111245111268430793773010,4555598215795302710,29333345271784411910,3333506335225257910
17,11112349666703980325193510,155555575000152766817105310,11111236555578684230534710,1233333350333360860869535710,11111245111268430753485810,4555598203550141810,29333345261005660810,3333506331488526410
18,11112349666703980325193510,155555575000152766817105310,11111236555578672790649710,1233333350333360859820845210,11111245111268431083370710,4555598203550141810,29333345249919417510,3333506332926657110
19,11112349666703980325193510,155555575000152765839791610,11111236555578672790649710,1233333350333360857758802810,11111245111268429508940710,4555598203550141810,29333345249919417510,3333506207525026310
20,11112349666703968187717810,155555575000152755269184310,11111236555578672790649710,1233333350333360847531495010,11111245111268309759017010,4555598202304089810,29333345249919417510,3333506207639321010
21,11112349666703842489497810,155555573889041657016782710,11111236555578659140541410,1233333350333360836861930010,11111245111268307305279210,4555598186239339410,29333345116779231710,3333493998839616710
22,11112349666703842708951110,155555573889041657016782710,11111236555578659479092710,1233333350333360822555124610,11111245111268294844821210,4555598172350030410,29333345116779231710,3333493886609179510
23,11112349666703839968353810,155555573889041644082122710,11111236555578536520425810,1233333350333360822208309710,11111245111268294646818310,4555598172350030410,29333345116779231710,3333493886609179510
24,11112349666703838958988110,155555573889041644082122710,11111236555578536520425810,1233333350333360821693233910,11111245111268282376214210,4555598172350030410,29333345105568178410,3333493886609179510
25,11112349666703838958988110,155555573889041644082122710,11111236555578536520425810,1233333350333360821693233910,11111245111267040051056810,4555598048473186110,29333345105407180310,3333493886609179510
26,11112349666703835902960210,155555573889041640721999010,11111236555578535404454810,1233333350333360811162587710,11111245111267027312932210,4555598047517985210,29333345104492304610,3333493886609179510
27,11112349666703823068227210,155555573889041640721999010,11111236555578535404454810,1233333350333360811162587710,11111245111267027312932210,4555597925660297810,29333345078760244910,3333493886609179510
28,11112349666703810676685310,155555573889041640721999010,11111236555578535404454810,1233333350333360811089179110,11111245111267016284043610,4555597925635176310,29333345066641794210,3333493886609179510
29,11112349666703810620572710,155555573889040406839426210,11111236555578522786961010,1233333350333360782849905210,11111245111267015638349510,4555597925635176310,29333345066403086210,3333493873941782910
30,11112349666703810620572710,155555573889040408585798110,11111236555578511547964410,1233333350333360671122705810,11111245111266890569596610,4555597925635176310,29333345066403086210,3333493862807238510
31,11112349666703799598170410,155555573889040395400872010,11111236555578511547964410,1233333350333360659601496810,11111245111266865066069210,4555597803740934710,29333345066186790110,3333493862807238510
32,11112349666703798742982110,155555573889040397119113710,11111236555578509990707210,1233333350333360659601496810,11111245111266851544138310,4555597801704360910,29333345066186790110,3333493862807238510
33,11112349666703786370345810,155555573889040387447834510,11111236444467398971401610,1233333350333360659601496810,11111245111266840304229310,4555597801704360910,29333345065153845110,3333493850032929110
34,11112349666703775337847710,155555573889040385791105710,11111236444467400119526610,1233333350333360659601496810,11111245111266825219552510,4555597810704234710,29333345054949534910,3333493835303582710
35,11112349666703775337847710,155555573889040383579033710,11111236444467391194720410,1233333350333360636041197310,11111245111266825219552510,4555596576173120710,29333345053604462610,3333493835303582710
36,11112349666703773588808410,155555573889040396089191910,11111236444467391194720410,1233333338000027304721607310,11111245111266814757536010,4555596551575914010,29333345053604462610,3333493823006897510
37,11112349666703772359328610,155555573889040382823661410,11111236444466159237213410,1233333338000027304721607310,11111245111266813843771110,4555596551575914010,29333343808533033010,3333493822843639410
38,11112349666703771476052810,155555573889040382823661410,11111236444466159237213410,1233333338000027292757828510,11111245111266813843771110,4555596549597669110,29333343806904404310,3333493822843639410
39,11112349666691425433671810,155555573889040271140699310,11111236444466159237213410,1233333338000027291818181310,11111245111266813843771110,4555596549597669110,29333343806904404310,3333493822843639410
40,11112349666691412094853510,155555573889040159831006310,11111236444466159237213410,1233333338000027292179027610,11111245111266804086958910,4555596549597669110,29333343806904404310,3333493822843639410
41,11112349666691411609329710,155555573889040158504076710,11111236444466159237213410,1233333338000027288825559210,11111245111266804068098910,4555596549021781310,29333343805533379310,3333493822843639410
42,11112349666691409178162510,155555573889040156866698210,11111236444466147101327410,1233333338000027288825559210,11111245111266802756120810,4555596547479113510,29333343805533379310,3333493822843639410
43,11112349666691408288111010,155555573889040144601158510,11111236444466145813709810,1233333338000027287586433910,11111245111266802756120810,4555596547479113510,29333342558695050810,3333493810894647510
44,11112349666691406860037210,155555573889040144601158510,11111113000021700398008210,1233333338000027288874124010,11111245111266790974965810,4555596547479113510,29333342558695050810,3333493810894647510
45,11112349666691406860037210,155555573889040134643489610,11111113000021700398008210,1233333338000027164646201010,11111245111266778741390010,4555596535712543410,29333342558428188310,3333493810894647510
46,11112349666691390784193010,155555573889040133177108510,11111113000021700398008210,1233333338000027164781836710,11111243889044557544125210,4555596525190491710,29333342436348209110,3333493810894647510
47,11112349666691390784193010,155555573889040133177108510,11111113000021700398008210,1233333338000027161540838810,11111243889044557544125210,4555596525190491710,29333342434172012510,3333493810894647510
48,11112349666691390455132210,155555573889040133177108510,11111113000021689117053810,1233333338000027150271641810,11111243889044557544125210,4555596525190491710,29333342434172012510,3333493809282539810
49,11112349666691390455132210,155555573889040133177108510,11111113000021689117053810,1233333338000027015759623710,11111243889044557544125210,4555596499192298610,29333342312936073910,3333493797570920810
50,11112349666691379621590810,155555573889040133102302910,11111113000021565431232110,1233333338000027002170031710,11111243777933446522626710,4555596492082399610,17000008978444046310,3333493797331860810
51,11112349666691379613149610,155555573889040019574092510,11111113000021565431232110,1233333338000026878704560410,11111243777933445024584110,4555596492082399610,17000008978444046310,3333493797331860810
52,11112349666691379613149610,155555573889040022727159910,11111113000021553085852110,1233333338000026877166057710,11111132666822454627917110,4555596504350263410,17000008977530723110,3333493797331860810
53,11112349666679159380492610,155555573889040010148527910,11111113000021553085852110,1233333338000026877166057710,11111132666822454627917110,4555596489652576410,17000008977530723110,3333493785300222710
54,11112349666677915832806610,155555573889040010148527910,11111113000021441811466510,1233333338000026865665133810,11111132666822426724298810,4555596489652576410,17000008976348265710,3333493784101291010
55,11112348444468038199995910,155555573889039900299723410,11111113000021441097789210,1233333338000026862908638710,11111132666822425813848110,4555596477498323110,17000008852272651110,3333493769713648610
56,11112348444468048629940210,155555573889039900299723410,11111113000021317502161810,1233333338000026862908638710,11111132666822427918759810,4555596362756695310,17000008839935098110,3333493769713648610
57,11112348444468033947654110,155555573889039888239348710,11111113000021317379881910,1233333338000026851784293410,11111132666822417331102310,4555596362756695310,17000008839935098110,3333493768425118110
58,11112348444468033947654110,155555573889039888239348710,11111113000021316399731910,1233333338000026851784293410,11111132666822418458287310,4555596362756695310,17000008839573795610,3333493768425118110
59,11112348444466922867015710,155555573889039765931404710,11111113000021315044470010,1233333338000026836760206110,11111132666822405855844910,4555596348924801910,17000007594335225610,3333493767115594210
60,11112348444466921486039910,155555573889039756075261410,11111113000021314577358910,1233333338000026827158827110,11111132666822395520566810,4555595237777860010,17000007594335225610,3333493767951772310
61,11112348444466919549267110,155555573889039755334626210,11111113000021314577358910,1233333338000026827158827110,11111132666822393189337710,4555595237777860010,17000007592942097010,3333493755671420310
62,11112348444466907339086610,155555573889039752693472510,11111113000021314577358910,1233333338000026825851980210,11111132666698923869943810,4555595237777860010,17000007579804731010,3333492522559608910
63,11112348444466907339086610,155555573889039752693472510,11111113000021314577358910,1233333338000026825851980210,11111132666698923869943810,4555595225792473010,17000007567194983010,3333492510007632410
64,11112348444466907339086610,155555573889039750549488610,11111113000021314577358910,1233333338000026825851980210,11111132666698923119315010,4555592880769323010,17000007567194983010,3333492510007632410
65,11112348444465673007447610,155555573889039738487169910,11111113000021314263790910,1233333338000026803712946210,11111132666698923119315010,4555592878098113210,17000007445085664010,3333492510007632410
66,11112348444465672873090510,155555573889039738487169910,11111113000020090656331010,1233333338000026691069109610,11111132666698910412414810,4555592867137316110,17000007445085664010,3333492510326422010
67,11112348444465672873090510,155555573889039738487169910,11111113000020089905821810,1233333338000026691069109610,11111132666698907042992010,4555592865803862610,17000007432268727910,3333492496891215510
68,11112348444465672873090510,155555573889039727451443510,11111113000020085266684510,1233333338000026691264681810,11111132666698893767297210,4555592839649175710,17000007432268727910,3333492384778435610
69,11112348444465670407743510,155555573889038476936214110,11111113000020084959632410,1233333338000026677276814810,11111132666698893767297210,4555592827384180510,17000007429815686410,3333492384778435610
70,11112348444465548316577510,155555573889037265949438410,11111111777797740664359010,1233333338000026677276814810,11111132666698894566704610,4555592826932730810,17000007429782539110,3333492384778435610
71,11112348444465546073142110,155555573889037265949438410,11111111777797740664359010,1233333338000026677055653010,11111131444476687289385410,4555592811710272710,17000007417530257110,3333492371723547710
72,11112348444465546073142110,155555573889037265175270310,11111111777797739652981010,1233333338000026677055653010,11111131444476687289385410,4555592810138048010,17000007417038461810,3333492371723547710
73,11112348444465533803477010,155555573889037265175270310,11111111777796486917710710,1233333338000025440961764810,11111131444476676004465010,4555592807346736410,17000007404493527810,3333492371723547710
74,11112348444465529729704710,155555573889037264854839410,11111111777796487488705310,1233333338000025441401100510,11111131444476676318752510,4555592794656016910,17000007404493527810,3333492358151012610
75,11112348444465529729704710,155555573889037264114993310,11111111777796486440236410,1233333338000025440007661310,11111131444476665766148710,4555592794656016910,17000007293120246610,3333492358151012610
76,11112348444465517580604010,155555573889037263745490110,11111111777796486208679910,1233333338000025433404123310,11111131444476666075547810,4555592682713516210,17000007293024515610,3333492358151012610
77,11112348444465517580604010,155555573889037262350516010,11111111777796486208679910,1233333338000025433404123310,11111131444476663547961410,4555592679097683110,15888896159758813310,3222381271894021510
78,11112348444465515491394610,155555573889037124221415810,11111111777796486208679910,1233333338000025423841949910,11111131444476666021001910,4555592677924385910,15888896135698888310,3222380039771079410
79,11112348444465515491394610,155555573889037124221415810,11111111777796486208679910,1233333338000025411312650910,11111131444476662348162910,4555592665759787110,15888896135698888310,3111268916710080710
80,11112348444465515576378510,155555573889037124740968410,11111111777796460477042910,1233333338000025409719485010,11111131444476660133130910,4555592664327775310,15888896133154686310,3111268916768637210
81,11112348444465515147700610,155555573889035876423632610,11111111777796460477042910,1233333338000025409169828010,11111131444476660133130910,4555592651842759910,15888896121446068310,3111268914954934410
82,11112348444465514690190810,155555573889035862467730110,11111111777796461781058910,1233333338000025396447211710,11111131444476648702274810,4555592651842759910,15888896121446068310,3111268903636653710
83,11112348444465514690190810,155555573889035742897436710,11111111777796448223809710,1233333338000025394941242210,11111131444476648702274810,4555580320071609610,14777785010147822410,3111268903636653710
84,11112348444465515811525210,155555573889035742307897910,11111111777796443948579710,1233333338000025394941242210,11111131444476632626096510,3333358108632787510,14777785010147822410,3111268903636653710
85,11112348444465392562712510,155555573889035742307897910,11111111777796442068674810,1233333338000025285136972310,11111131444476632626096510,3333358105208034910,14777784875000918410,3111268888295139210
86,11112348444465392562712510,155555573889035738121393210,11111111777796441435040510,1233333338000025271805285310,11111131444476633855167510,3333358093204227410,14777784872928963210,3111268876433529110
87,11112348444465392504584810,155555573889035738121393210,11111111777796441435040510,1233333338000025271722723910,11111131444476511730183010,3333358080148218110,14777784872928963210,3111268876433529110
88,11112348444465391984927210,155555573889035738121393210,11111111777796432531060010,1233333338000025271790010810,11111131444476511730183010,3333358083706538210,14777784872928963210,3111268862935524310
89,11112348444465391984927210,155555573889035737900465410,11111111777796430952780810,1233333338000025270527069510,11111131444476506684189010,3333357960451424510,14777784870712122310,3111268862935524310
90,11112348444465389320036410,155555573889023403885439110,11111111777796430791071810,1233333338000025260665427610,11111131444476497934490310,3333357960451424510,14777784860964410910,3111268850857369110
91,11112348444465389320036410,155555573889023403885439110,11111111777796428459502010,1233333338000025260448292710,11111131444476488441150010,3333357947692492710,14777784860964410910,3111268846752558210
92,11112348444465388403839810,155555573889023391018776210,11111111777796417146478610,1233333338000025257438346810,11111131444476476100731510,3333357947398308810,14777784860964410910,3111268845260324810
93,11112348444465386122960410,155555573889023379517850410,11111111777796405972651410,1233333338000025257197066710,11111131444476476100731510,3333357946175337510,14777784858916936910,3111268829996353410
94,11112348444465384667573610,155555573889023377168374310,11111111777796405972651410,1233333338000025256974909710,11111131444476476100731510,3333357946400614010,14777784845541183110,3111268722550546610
95,11112348444465384667573610,155555573889023375228355310,11111111777796405972651410,1233333338000025256826174510,11111131444476355596353010,3333357946048588710,14777784845541183110,3111268722550546610
96,11112348444465371351665710,155555573889023375228355310,11111111777796405972651410,1233333338000025255519610910,11111131444476343105889910,3333357936007408710,14777784844043282210,3111268722550546610
97,11112348444465371005540810,155555573889023375228355310,11111111777796405972651410,1233333338000025134902334410,11111131444476329904683210,3333357922675682310,14777784844043282210,3111268721315667210
98,11112348444465372821927010,155555573889023376435518610,11111111777796405972651410,1233333338000023763193957410,11111131444476322775662210,3333357921363457410,14666673733891013210,3111268598058869410
99,11112348444465361873127310,155555573889023364054765710,11111111777796405972651410,1233333338000023763193957410,11111131444476322775662210,3333357921363457410,14666673733891013210,3111268598058869410
100,11112348444465363477516210,155555573889023363690986710,11111111777796404435875310,1233333338000023763193957410,11111131444476321712017010,3333357921363457410,14666673734640333210,3111268598058869410
101,11112348444465360934687610,155555573889023363690986710,11111111777796402107851610,1233333338000023762342469110,11111131444476319349488810,3333357921363457410,14666673721823162210,3111268596591028210
102,11112348444465348915924610,155555573889023363690986710,11111111777796402482303210,1233333338000023759811711010,11111131444476319349488810,3333357911756533310,14666673721705807410,3111268595279040310
103,11112348444465348582419610,155555573889023363690986710,11111111777796389849555010,1233333338000023759811711010,11111131444476319349488810,3333357911756533310,14666673720468411210,3111268592990127310
104,11112348444465348582419610,155555573889023363690986710,11111111777796388759522010,1233333338000023759811711010,11111131444476316143118810,3333357899142078810,14666673720650107210,3111268596001347310
105,11112348444465347462151810,155555573889023363690986710,11111111777796377188284410,1233333338000022537306014710,11111131444476316143118810,3333357786569477510,14666673584018477810,3111268586163548410
106,11112348444465347232796210,155555573889023361268161910,11111111777796378040849110,1233333338000022527893618010,11111131444476304004338810,3333357786569477510,14666673584018477810,3111268587783961110
107,11112348444465333635056810,155555573889023361268161910,11111111777796364373942110,1233333338000022527893618010,11111131444465180189985310,3333357786356869310,14666673582488581910,3111268462908789710
108,11112348444465333635056810,155555573889023361268161910,11111111777796365073654210,1233333338000022405854014210,11111131444465055622790410,3333357786356869310,14666673606150222910,3111268436492947410
109,11112348444465331203039210,155555573889023346432194410,11111111777796352919001210,1233333338000022405684210910,11111131444465055214626610,3333357786356869310,14666673479966822510,3111268436492947410
110,11112348444465331203039210,155555573889023346432194410,11111111777796352919001210,4666689068123462210,11111131444465042851405910,3333357786356869310,14666673478679681210,3111268434265898710
111,11112348444465331190535210,155555573889023248957324910,11111111777796352919001210,4666689066459680710,11111131444465042851405910,3333357786356869310,14666673478679681210,3111268434265898710
112,11112348444465329777496810,155555573889023248957324910,11111111777796352681663710,4666689091836623410,11111131444465032546166610,3333357786356869310,14666673478679681210,3111268433116743710
113,11112348444465329777496810,155555573889023236232205210,11111111777796337662355410,4555577980778785510,11111131444465032546166610,3333357774157906810,14666673478679681210,3111268431679150310
114,11112348444465329777496810,155555573889023236321350710,11111111777796337662355410,4555577979071002510,11111131444465033918403610,3333345426412075810,14666673476065463210,3111268431679150310
115,11112348444465319058468610,155555573889023222397975410,11111111777796337394132610,4555577979071002510,11111131444465009648040310,3333345426120753110,14666673463592096110,3111268430450808810
116,11112348444465319672726610,155555573889023209646181310,11111111777796350916413410,4555577978330495410,11111131444465006946415610,3333345426089201110,14666673462463789410,3111268443316764310
117,11112348444465196166864710,155555573889023209646181310,11111111777784017520270610,4555577977128992910,11111131444465006946415610,3333345425115564310,14666673462463789410,3111268320826177510
118,11112348444465196166864710,155555573889023209646181310,11111111777784003593587010,4555577965875858910,11111130333353886262173910,3333345426337776810,14666673459978954810,3111268320826177510
119,11112348444465181961651210,155555573889023209233967710,11111111777784003593587010,4555577954874069710,11111130333353886262173910,3333345414911243510,14666673459978954810,3111268294596798010
120,11112348444465167009379110,155555573889023208144318510,11111111777784001801151010,4555577943640475210,11111130333353874345848910,3333345414426536810,14666673460093170110,3111268294339459310
121,11112348444465167009379110,155555573889023208144318510,11111111777784001801151010,4555577943640475210,11111130333353874142542910,3333345413172425910,14666673448588443610,3111268292996287010
122,11112348444465167009379110,155555573889023208144318510,11111111777783990886440410,4555577943640475210,11111130333353764251829610,3333345410968862210,14666673436288690610,3111268293032015310
123,11112348444465165876797810,155555573889023207041707910,11111111777783990886440410,4555577943640475210,11111130333353764251829610,3333345410968862210,14666673436280612810,3111268159101925210
124,11112348444465165876797810,155555573889023206771896310,11111111777783978032514010,4555577943640475210,11111130333353764251829610,3333344177669888910,14555562311324508310,1889045933457263910
125,11112348444465163024090110,155555573889023204340240910,11111111777783978032514010,4555577942438370210,11111130333353764041361610,3333344177669888910,14555562311324508310,1889045930964237310
126,11112348444465160430803310,155555573889023195931111510,11111111777783978010334010,4555577942438370210,11111130222242654015405410,3333344166464993810,14555562311324508310,1889045810301827910
127,11112348444465160190521610,155555573889023195931111510,11111111777783975565317710,4444466832295505410,11111130222242654015405410,3333344166464993810,14555562311324508310,1889045810240298510
128,11112348444465160190521610,155555573889023184636341410,11111111777783975946008210,4444466820485768410,11111130222242649401282410,3333344165130461210,14555562300454434310,1889045784070969010
129,11112348444465048394438310,155555573889023184636341410,11111111777783964658755010,4444466820236704310,11111130222242636902240010,3333344164015991510,14555562300454434310,1889045773015522210
130,11112348444465048394438310,155555573889023184636341410,11111111777783963815565610,4444466820236704310,11111130222242636902240010,3333344152190327510,14555562177946392610,1889045771354520110
131,11112348444465035411530710,155555573889023183125465310,11111111777783963815565610,4444466820236704310,11111130222242636902240010,3333344148501748910,14555562177946392610,1889045769625518610
132,11112348333353912440435610,155555573889023193905254910,11111111777783963815565610,4444466820236704310,11111130222242624220772910,3333344148501748910,14555562178197205810,1889045769625518610
133,11112348333353912440435610,144444462777912083631715610,11111111777783963815565610,4444466820236704310,11111130222242624220772910,3333344022246254410,14555562169283220210,1889045769436449110
134,11112348333353911894372810,144444462777912083631715610,11111111777783961486313510,4444466820236704310,11111130222242624220772910,3333344019804470010,14555562169283220210,1889045768096232810
135,11112348333353911894372810,144444462777910850468977810,11111111777783961486313510,4444466814156936810,11111130222242621779314410,3333344019804470010,14555562169283220210,1889045755203168010
136,11112348333353911089415710,144444462777910861656601510,11111111777783961486313510,4444466814156936810,11111130222242620380800810,3333344019668166810,14555562044157836310,1889045628943890210
137,11112348333353911089415710,144444462777910741971062410,11111111777783823905221010,4444466813881612310,11111130222242620380800810,3333344019668166810,14555562041367803710,1889045628943890210
138,11112348333353910787774510,144444462777910741925111410,11111111777783811570475810,4444466814192944010,11111130222242619559621110,3333344018434595410,14555562040217077710,1889045624831834010
139,11112348333353910787774510,144444462777910741831027110,11111111777783811570475810,4444466802363611110,11111130222242619559621110,3333344006179903010,14555562038631981110,1889045623747514210
140,11112348333353912819545010,144444462777910741831027110,11111111777783810228564710,4444466802627372610,11111130111131508160149010,3333344014749280010,14555562024805192910,1889045623747514210
141,11112348333353801685778110,144444462777910741831027110,11111111777783810228564710,4444466789805121310,11111130111131508160149010,3333343903159433210,14555561902626209510,1889045623747514210
142,11112348333353801685778110,144444462777910608356566010,11111111777783810228564710,4444466789805121310,11111130111131508160149010,3333343902269830410,14555561892544285410,1889045623685758710
143,11112348333353800428513310,144444462777910604674822910,11111111777783810228564710,4444466788856100110,11111130111131508160149010,3333343901294097110,14555561892544285410,1889045623685758710
144,11112348333353800842598410,144444462777910602252031710,11111111777783808945533210,4444466776522250110,11111130111130395738969010,3333343900459872210,14555561891894415310,1889045623181346110
145,11112348333353798207597310,144444462777910602252031710,11111111777783808945533210,4444466775199769710,11111130111130395738969010,3333343898234287310,14555561891894415310,1889045623181346110
146,11112348333353796081652310,144444462777910600817357810,11111111777783808048868410,4444466772615959110,11111130111130382226998810,3333343896849403410,14555561891894415310,1889033265315937510
147,11112348333353795948662910,144444462777910600817357810,11111111777783808048868410,4444466771083145110,11111130111130265628925310,3333343774201934110,14555561891894415310,1889033265315937510
148,11112348333353795785284210,144444462777910600817357810,11111111777783807762947710,4444466771167340110,11111130111130264557867210,3333343747553056010,14555561890563970910,1889033262992013110
149,11112348333353795785284210,144444462777910577411552610,11111111777783807762947710,4444466770505714710,11111130111130264155767110,3333343747350273610,14555561878147240910,1889033262306565710
150,11112348333353786226919110,144444462777910579426315610,11111111777783807762947710,4444466747814935710,11111130111130262271638610,3333343639298098610,14555561881597831410,1889033262306565710
151,11112348333353784875311510,144444462777910568243091910,11111111777783807762947710,4444466747814935710,11111130111130262271638610,3333343639298098610,14555561869149977910,1889033262306565710
152,11112348333353783472875910,144444462777910567438695810,11111111777783807762947710,4444466733591178610,11111130111130252198863010,3333343635110525510,14555561869264174110,1889033241540107710
153,11112348333353782149969210,144444462777910334939489310,11111111777783693658057710,4444466733591178610,11111130000019139807863410,3333343634374116710,14555561856264221010,1889033241540107710
154,11112348333353782149969210,144444462777910334939489310,11111111777783679651502310,4444466733591178610,11111130000019139807863410,3333343635694775210,14555561842753565210,1889033241701319710
155,11112348333353772056492010,144444462777910333286950910,11111111777783679651502310,4444466733591178610,11111129888908026236157410,3333343621909822910,14555561842264220010,1889033240696330310
156,11112347222242657635180810,144444462777910333286950910,11111111777783679651502310,4444466732818037610,11111129888908026236157410,3333343622722248110,14555561842264220010,1889033240696330310
157,11112347222242657635180810,144444462777910333195923610,11111111777783665596128210,4444466720817431610,11111129888908025376954110,3333343618043227110,14555561842264220010,1889032019951208010
158,11112347222242658813069710,144444462777910319498711210,11111111777783651256251210,4444466720860313510,11111129888908025376954110,3333343606528760310,14555561843056116210,1889032019861779010
159,11112347222242538497718410,144444462777910319498711210,11111111777783649029585710,4444466718886211010,11111129888907901920629910,3333343605147750410,14555561832087264710,1889032018710996610
160,11112347222242512359272710,144444462777910303760693610,11111111777783645316856610,4444466708994270010,11111129888907890572536910,3333343603366708110,14555560598944710910,1889032033363434110
161,11112347222242510031505410,144444462777910303760693610,11111111777783643106476210,4444466708994270010,11111129888907890572536910,3333342372733754410,14555560598944710910,1889031909785439810
162,11112347222242510031505410,144444462777910303760693610,11111111777783643106476210,4444466691166219210,11111129888907890671543410,3333342372733754410,14555560598819089110,1889031909785439810
163,11112347222242509634307010,144444462777910182015759410,11111111777783630792533110,4444466690666422710,11111129777796779495828710,3333342372733754410,14555560598819089110,1889019428750407210
164,11112347222242509634307010,144444462777910182015759410,11111111777783628943947610,4444466690666422710,11111129777796669437273210,3333342358100632310,14555560597410458410,1889019428750407210
165,11112347222242497325118110,144444462777910168369227510,11111111777783627819633610,4444466690666422710,11111129777796669437273210,3333342347999545510,14555560597410458410,1889019416201546410
166,11112347222242497325118110,144444462777910171994314910,11111111777783615443063610,4444466690666422710,11111129777796658015054110,2222231250992846010,14555560597410458410,1889019407624537610
167,11112347222242497325118110,144444462777910051969202710,11111111777783614604912010,4444466689371740510,11111129777796656462272210,2222231235417159610,14555560596175155110,1889019271709955310
168,11112347222242497325118110,144444462777910050922375210,11111111777783624886042510,4444466689371740510,11111129777796656462272210,2222231235417159610,14555560596218928110,1889019268908550210
169,11112347222242485955391910,144444462777910038646156510,11111111777783601230413410,4444466689371740510,11111129777796656182226410,2222231222226320610,14555560587707018210,1889019268908550210
170,11112347222242485955391910,144444462777910038646156510,11111111777783599778775010,4444466689557593510,11111129777796656095386210,2222231226078113410,14555560600818992110,1889019268908550210
171,11112347222242485955391910,144444462777910038646156510,11111111777783599778775010,4444466687148114810,11111129777796655502909610,2222229880197302910,14444449489192225610,1889019268908550210
172,11112347222242476318859010,144444462777910038646156510,11111111777783597611806010,4444466674765701110,11111129777796655302931910,2222229881379442910,14444449489360935710,1889019268891463510
173,11112347222242476251488510,144444462777909916518061010,11111111777783586468436010,4444466672488801810,11111129777796653014838510,2222229868809738710,14444449488272805510,1889019268891463510
174,11112347222242465261344210,144444462777909916518061010,11111111777783584341310010,4444466671448060410,11111129777796653014838510,2222229758877647410,14444449475846073610,1889019268891463510
175,11112347222242453894756910,144444462777909904090701410,11111111777783584341310010,4444466671448060410,11111129777796529776156710,2222229758877647410,14444449475846073610,1889019268891463510
176,11112347222242455261015310,144444462777909904090701410,11111111777783462607924410,4444466671448060410,11111129777796516240292710,2222229758877647410,14444449479862541310,1889019267721841510
177,11112347222242442985396310,144444462777909902826535210,11111111777783462607924410,4444466660366168110,11111129777796515038909410,2222229758877647410,14444449468752404210,1889019245720940010
178,11112347222242442801631910,144444462777909890212666510,11111111777783462607924410,4444466660366168110,11111129777796379243158010,2222229758877647410,14444449467837323510,1889019244749802910
179,11112347222230109876851310,144444462777909890212666510,11111111777783462216926010,4444466649198155110,11111129777796379243158010,2222229757700450510,14444449467837323510,1889019243679712010
180,11112347222230109876851310,144444462777909890212666510,11111111777783459456698410,4444466649198155110,11111129777796379243158010,2222229756608056510,14444449456569360510,1889019240690853310
181,11112347222230107554598710,144444462777909889982462210,11111111777783459456698410,4444466649198155110,11111129777796378010833210,2222229756136340410,14444449456569360510,1889019239146998110
182,11112347222229984651761410,144444462777909893021211210,11111111777783459456698410,4444466649198155110,11111129777796390498343210,2222229756136340410,14444449456569360510,1889019239146998110
