Generation Number,Lineage 0 (Wx - fitness points),Lineage 1 (Wx - fitness points),Lineage 2 (Wx - fitness points),Lineage 3 (Wx - fitness points),Lineage 4 (Wx - fitness points),Lineage 5 (Wx - fitness points),Lineage 6 (Wx - fitness points),Lineage 7 (Wx - fitness points)
1065,11112346444445055366930810,1555556316047251510,222222855180636810,222222872244235610,333333913767366710,333334103323063710,555556230621481110,222222789184627910
1066,11112346444445055366930810,1555556316047251510,222222854921776810,222222872712461310,333333912285189510,333334102366121410,555556231794666110,222222789184627910
1067,11112346444445044271424510,1555556316047251510,222222854921776810,222222870607629210,333333912285189510,333334100150454610,555556219474519710,222222789184627910
1068,11112346444445043695184510,1555556315881442010,222222853595201210,222222870607629210,333333899696476610,333334100639425910,555556216014351110,222222789184627910
1069,11112346444445043695184510,1555556315881442010,222222853595201210,222222870607629210,333333899696476610,333334099520274110,555556216014351110,222222789184627910
1070,11112346444445044055817610,1555556315881442010,222222852980635810,222222870607629210,333333899696476610,333334099520274110,555556216014351110,222222789184627910
1071,11112346444445043451419410,1555556315881442010,222222852980635810,222222870447132010,333333899696476610,333334099520274110,555556216014351110,222222789184627910
1072,11112346444445043451419410,1555556315881442010,222222852980635810,222222870290339910,333333899580154410,333334099516728110,555556216014351110,222222789184627910
1073,11112346444445043026789410,1555556313766945010,222222852980635810,222222870290339910,333333899580154410,333334099516728110,555556216014351110,222222789184627910
1074,11112346444445043019428410,1555556313766945010,222222852044548410,222222870290339910,333333899580154410,333334099516728110,555556218714632510,222222789019428910
1075,11112346444445043019428410,1555556313766945010,222222852044548410,222222870290339910,333333899580154410,333334098309003210,555556204122515710,222222788689532410
1076,11112346444445043019428410,1555556313658695710,222222852044548410,222222868691336610,333333898083891410,333334098309003210,555556204122515710,222222788689532410
1077,11112346444445043019428410,1555556312409147710,222222852044548410,222222868691336610,333333898083891410,333334097076086510,555556204122515710,222222788689532410
1078,11112346444445045157220910,1555556311032467510,222222851515887610,222222868691336610,333333897699249510,333334097248009710,555556204122515710,222222788677771410
1079,11112346444445034422408010,1555556309459355110,222222851074884410,222222867662971310,333333897699249510,333334096996511710,555556204122515710,222222788677771410
1080,11112346444445034422408010,1555556309459355110,222222851074884410,222222866567029810,333333897699249510,333334096996511710,555556203875425010,222222788677771410
1081,11112346444445033901603910,1555556309459355110,222222851074884410,222222866567029810,333333897699249510,333334096944578210,555556203875425010,222222788677771410
1082,11112346444445033901603910,1555556309385320110,222222851074884410,222222866567029810,333333886196652110,333334096115558410,555556203875425010,222222788821317510
1083,11112346444445033901603910,1555556308259975210,222222851074884410,222222865488643710,333333886196652110,333334096115558410,555556203875425010,222222788465854810
1084,11112346444445033736881010,1555556308259975210,222222849970500410,222222865488643710,333333886196652110,333334096115558410,555556203875425010,222222788465854810
1085,11112346444445033736881010,1555556307685417810,222222849970500410,222222865488643710,333333885862632410,333334095434083010,555556203875425010,222222785624732610
1086,11112346444445033736881010,1555556307685417810,222222849441426210,222222863699499510,333333884708098310,333334095434083010,555556203970603810,222222785624732610
1087,11112346444445033736881010,1555556307685417810,222222849441426210,222222863699499510,333333884708098310,333334094305939310,555556201613145410,222222784827969110
1088,11112346444445032577744810,1555556307685417810,222222848247438210,222222863236311010,333333873499849410,333334094305939310,555556199789848810,222222783149400010
1089,11112346444445032577744810,1555556307685417810,222222848247438210,222222863236311010,333333873499849410,333334094305939310,555556198515428810,222222783149400010
1090,11112346444445032577744810,1555556307441028410,222222848247438210,222222863236311010,333333873158123210,333334094305939310,555556198515428810,222222783149400010
1091,11112346444445032577744810,1555556307441028410,222222848247438210,222222862860783410,333333873158123210,333334094305939310,555556198515428810,222222783149400010
1092,11112346444445032584202210,1555556307441028410,222222847368929110,222222862754772410,333333872971703210,333334094305939310,555556198515428810,222222783149400010
1093,11112346444445032376320710,1555556306002079110,222222846633906510,222222862754772410,333333872969873110,333334094305939310,555556198515428810,222222783149400010
1094,11112346444445032376320710,1555556306002079110,222222846633906510,222222862568140910,333333873223929910,333334094305939310,555556197155278810,222222783149400010
1095,11112346444445032319861110,1555556306002079110,222222846633906510,222222862568140910,333333872854339910,333334094305939310,555556197155278810,222222783149400010
1096,11112346444445021358862710,1555556306002079110,222222845594563410,222222862568140910,333333872854339910,333334093023477910,555556196848007910,222222783149400010
1097,11112346444445021358862710,1555556306002079110,222222845270502910,222222862568140910,333333872854339910,333334093023477910,555556196325369310,222222771737465010
1098,11112346444445021358862710,1555556305898795110,222222845270502910,222222862568140910,333333872725176010,333334093023477910,555556196325369310,222222771737465010
1099,11112346444445021358862710,1555556304708812310,222222845270502910,222222862568140910,333333872725176010,333334093023477910,555556196325369310,222222771737465010
1100,11112346444445021358862710,1555556303504106710,222222845270502910,222222862568140910,333333872578343910,333334093000498110,555556196300937810,222222770973267010
1101,11112346444445021358862710,1555556303132927710,222222844117676610,222222862568140910,333333872578343910,333334092813146110,555556196300937810,222222770973267010
1102,11112346444445021358862710,1555556301838336710,222222844051205610,222222862568140910,333333872578343910,333334092707412910,555556184721578610,222222770973267010
1103,11112346444445021332352710,1555556301838336710,222222844051205610,222222862380640910,333333872578343910,333334092707412910,555556183414389410,222222770973267010
1104,11112346444445021332352710,1555556301742392710,222222842800476610,222222862380640910,333333871217894010,333334092208559210,555556183414389410,222222770750671010
1105,11112346444445020618589710,1555556301742392710,222222842800476610,222222862380640910,333333871117809410,333334092208559210,555556183414389410,222222770750671010
1106,11112346444445020618589710,1555556300558027210,222222842800476610,222222862380640910,333333871117809410,333334092200816010,555556183504383810,222222770750671010
1107,11112346444445019284339710,1555556300558027210,222222842800476610,222222862380640910,333333871117809410,333334092200816010,555556182862562810,222222769983883510
1108,11112346444445019284339710,1555556300558027210,222222842800476610,222222862380640910,333333871117809410,333334091188033610,555556182862562810,222222769837872510
1109,11112346444445019092692110,1555556300558027210,222222842800476610,222222862380640910,333333871072972410,333334091188033610,555556182862562810,222222768637990510
1110,11112346444445019092692110,1555556299449661010,222222842487000310,222222862380640910,333333871072972410,333334091188033610,555556182862562810,222222767258126210
1111,11112346444445019092692110,1555556299449661010,222222842366427210,222222862380640910,333333871072972410,333334091188033610,555556182862562810,222222767258126210
1112,11112346444445018975646310,1555556299314704910,222222842339858410,222222860924315510,333333871183676710,333334091188033610,555556182862562810,222222767258126210
1113,11112346444445018649970110,1555556299314704910,222222842339858410,222222860494755910,333333869717730410,333334090103565710,555556182862562810,222222767258126210
1114,11112346444445018836435710,1555556298896411610,222222842339858410,222222860494755910,333333868535344410,333334090103565710,555556182862562810,222222767063004710
1115,11112346444445017427075810,1555556298896411610,222222841126935810,222222860341074310,333333868535344410,333334090103565710,555556182862562810,222222767063004710
1116,11112346444445017427075810,1555556299989418910,222222840379192910,222222861489112310,333333868535344410,333334088736348010,555556182691635510,222222767063004710
1117,11112346444445017427075810,1555556297743411310,222222839726557810,222222860103140310,333333867728995810,333334088736348010,555556182691635510,222222767063004710
1118,11112346444445017427075810,1555556297743411310,222222839726557810,222222860103140310,333333867728995810,333334088736348010,555556182273866010,222222768212398610
1119,11112346444445017427075810,1555556297743411310,222222838556038510,222222858722026310,333333867728995810,333334088736348010,555556182273866010,222222767022577610
1120,11112346444445017427075810,1555556297743411310,222222838508461410,222222858722026310,333333867728995810,333334089805895910,555556182273866010,222222767022577610
1121,11112346444445017140878110,1555556297743411310,222222838508461410,222222858722026310,333333867728995810,333334088613370410,555556182273866010,222222765688582410
1122,11112346444445017140878110,1555556296806733510,222222826533609410,222222856775443010,333333867728995810,333334088613370410,555556181183007710,222222765176860210
1123,11112346444445017040166010,1555556295574605710,222222826533609410,222222856775443010,333333866551026210,333334088613370410,555556168939378410,222222765176860210
1124,11112346444445017040166010,1555556293267837010,222222826533609410,222222856762035610,333333866165123910,333334088705716010,555556168635698110,222222765158936710
1125,11112346444445017040166010,1555556291242754210,222222826132676610,222222856762035610,333333864694416610,333334074719727110,555556168635698110,222222765158936710
1126,11112346444445017269003410,1555556291242754210,222222825963940810,222222858040063610,333333863859118910,333334074719727110,555556168635698110,222222765158936710
1127,11112346444445016951814110,1555556291242754210,222222825963940810,111111747094100110,333333863859118910,333334074719727110,555556168240169310,222222765158936710
1128,11112346444445016951814110,1555556291071798810,222222824976360210,111111746652340610,333333862510629510,333334074719727110,555556168240169310,222222765158936710
1129,11112346444445016951814110,1555556291071798810,222222824976360210,111111746652340610,333333862315557510,333334074698178110,555556168240169310,222222765158936710
1130,11112346444445017146734110,1555556291071798810,222222824910839210,111111745862028810,333333862315557510,333334074056300810,555556168240169310,222222765158936710
1131,11112346444445005244943910,1555556290859429010,222222824910839210,111111745862028810,333333862315557510,333334073973847710,555556168240169310,222222765158936710
1132,11112346444444994615053210,1555556290369335010,222222823297827210,111111745862028810,333333862315557510,333334072615566110,555556168240169310,222222765158936710
1133,11112346444444994601714910,1555556290369335010,222222823297827210,111111745862028810,333333859598839110,333334072615566110,555556168240169310,222222765158936710
1134,11112346444444994601714910,1555556290369335010,222222822365234710,111111745862028810,333333859598839110,333334072615566110,555556167955985610,222222765158936710
1135,11112346444444993548546310,1555556290369335010,222222822365234710,111111745862028810,333333856864769010,333334072615566110,555556167637294410,222222765158936710
1136,11112346444444990978592010,1555556290352229810,222222822775576510,111111745862028810,333333856864769010,333334072605264710,555556167637294410,222222764360933710
1137,11112346444444990480045810,1555556290352229810,222222822340467110,111111745826911210,333333855359380110,333334072605264710,555556167637294410,222222764360933710
1138,11112346444444990480045810,1555556290352229810,222222822368046010,111111745826911210,333333855359380110,333334071932964910,555556167637294410,222222764360933710
1139,11112346444444990372027610,1555556288806220010,222222822274869710,111111745826911210,333333855359380110,333334071813012210,555556167637294410,222222764360933710
1140,11112346444444990372027610,1555556288378937010,222222822274869710,111111745826911210,333333855286163810,333334070742244610,555556167637294410,222222764053832410
1141,11112346444444990372027610,1555556288378937010,222222822274869710,111111745826911210,333333855251184210,333334070579208210,555556166577401510,222222763072953210
1142,11112346444444989467613210,1555556288713979910,222222822274869710,111111745826911210,333333855251184210,333334069213312610,555556166577401510,222222763072953210
1143,11112346444444989467613210,1555556287145080910,222222822274869710,111111745826911210,333333852963984710,333334069213312610,555556166577401510,222222763072953210
1144,11112346444444989467613210,1555556287065854910,222222821046299010,111111745074432210,333333852963984710,333334069213312610,555556167099886010,222222763072953210
1145,11112346444444989381889910,1555556287065854910,222222821046299010,111111744919357410,333333852963984710,333334069213312610,555556165637889410,222222762494483710
1146,11112346444444989381889910,1555556287309298210,222222821046299010,111111744919357410,333333852963984710,333334069213312610,555556165637889410,222222762494483710
1147,11112346444444989381889910,1555556286393800410,222222820858948710,111111744395970110,333333852963984710,333334068964287310,555556165637889410,222222761352736110
1148,11112346444444989203858210,1555556285858528010,222222820858948710,111111744100495010,333333852687871010,333334068964287310,555556165090111410,222222761352736110
1149,11112346444444989203858210,1555556285858528010,222222820858948710,111111743377364710,333333852687871010,333334068964287310,555556165083624810,222222761352736110
1150,11112346444444989203858210,1555556285858528010,222222820734520710,111111743377364710,333333852687871010,333334068659312310,555556165083624810,222222761352736110
1151,11112346444444989203858210,1555556285858528010,222222820734520710,111111743377364710,333333852687871010,333334068659312310,555556165083624810,222222761352736110
1152,11112346444444989203858210,1555556285858528010,222222820734520710,111111743324826710,333333852687871010,333334068659312310,555556163776753910,222222761352736110
1153,11112346444444989203858210,1555556285858528010,222222820632922110,111111743324826710,333333852687871010,333334057414859910,555556163699176910,222222760809906810
1154,11112346444444989203858210,1555556285790365410,222222820632922110,111111743406116510,333333850328225810,333334057085871310,555556163699176910,222222760809906810
1155,11112346444444989203858210,1555556285381863010,222222820632922110,111111743288752010,333333850328225810,333334057085871310,555556163699176910,222222759300517810
1156,11112346444444989203858210,1555556284834485810,222222818192508410,111111741946523510,333333850328225810,333334057085871310,555556163699176910,222222759300517810
1157,11112346444444989203858210,1555556284834485810,222222818192508410,111111741946523510,333333850328225810,333334057085871310,555556163047488010,222222759300517810
1158,11112346444444989561845810,1555556284834485810,222222818350446010,111111741946523510,333333850328225810,333334056899218310,555556163047488010,222222759300517810
1159,11112346444444989010258810,1555556284834485810,222222817867203110,111111741946523510,333333850328225810,333334056899218310,555556163047488010,222222759300517810
1160,11112346444444988244618910,1555556284796397910,222222821387659510,111111740910596310,333333850415388410,333334056899218310,555556161833173810,222222759300517810
1161,11112346444444987996774110,1555556283770475010,222222808829413210,111111740910596310,333333849753421610,333334056899218310,555556161833173810,222222759300517810
1162,11112346444444987996774110,1555556283770475010,222222808318506210,111111740910596310,333333849753421610,333334056899218310,555556161833173810,222222759300517810
1163,11112346444444986921527910,1555556283770475010,222222807110925710,111111740910596310,333333849753421610,333334056899218310,555556161833173810,222222759300517810
1164,11112346444444985550594110,1555556283770475010,222222809400598610,111111740910596310,333333849147560610,333334056899218310,555556161833173810,222222759300517810
1165,11112346444444985550594110,1555556272979367210,222222798165646910,111111740910596310,333333849147560610,333334056899218310,555556161833173810,222222759300517810
1166,11112346444444985550594110,1555556272508825710,222222798165646910,111111740910596310,333333849147560610,333334056899218310,555556162600011310,222222759300517810
1167,11112346444444985550594110,1555556272508825710,222222798165646910,111111740819639310,333333849147560610,333334056899218310,555556161708585210,222222759155054010
1168,11112346444444984802161610,1555556272224675710,222222798165646910,111111740819639310,333333848966724610,333334056899218310,555556161708585210,222222758985995010
1169,11112346444444984802161610,1555556272224675710,222222798165646910,111111739934320910,333333848966724610,333334056856575510,555556161359310810,222222758985995010
1170,11112346444444984802161610,1555556272224675710,222222798165646910,111111739832810910,333333847812787810,333334056856575510,555556162671391610,222222758843731110
1171,11112346444444984802161610,1555556272224675710,222222798165646910,111111739832810910,333333847812787810,333334056856575510,555556160405635610,222222758843731110
1172,11112346444444984802161610,1555556272224675710,222222798165646910,111111739832810910,333333847143273410,333334056856575510,555556148715889910,222222758924887210
1173,11112346444444984802161610,1555556272224675710,222222798165646910,111111739466275810,333333846117498410,333334056856575510,555556148715889910,222222757557634310
1174,11112346444444983663508510,1555556272224675710,222222798165646910,111111739466275810,333333846064648210,333334056817099910,555556148715889910,222222757557634310
1175,11112346444444983663508510,1555556272066069010,222222798165646910,111111739466275810,333333846064648210,333334056617577810,555556148715889910,222222757557634310
1176,11112346444444983663508510,1555556272200694010,222222797205030910,111111739466275810,333333844657892010,333334056617577810,555556148809079310,222222757557634310
1177,11112346444444983644714310,1555556270639029110,222222797205030910,111111739466275810,333333844657892010,333334056617577810,555556148642715910,222222757557634310
1178,11112346444444983644714310,1555556270639029110,222222797205030910,111111739466275810,333333844657892010,333334056576741810,555556146823826010,222222757557634310
1179,11112346444444983644714310,1555556270639029110,222222796932114610,111111727225192810,333333844657892010,333334055224369910,555556146823826010,222222757557634310
1180,11112346444444983644714310,1555556270639029110,222222796462212910,111111726835993710,333333844657892010,333334055224369910,555556145236952610,222222757557634310
1181,11112346444444983644714310,1555556270639029110,222222796462212910,111111726835993710,333333843943468010,333334055224369910,555556145236952610,222222757557634310
1182,11112346444444983644714310,1555556270525398010,222222796462212910,111111725513117610,333333842502947010,222222944010863210,555556145236952610,222222757365049810
1183,11112346444444983644714310,1555556270525398010,222222796045075810,111111725513117610,333333842502947010,222222943997164410,555556145236952610,222222757365049810
1184,11112346444444982483325310,1555556270525398010,222222796045075810,111111725513117610,333333842502947010,222222943997164410,555556145236952610,222222757365049810
1185,11112346444444982483325310,1555556270525398010,222222795790026110,111111725513117610,333333842311632310,222222943997164410,555556145236952610,222222757181743310
1186,11112346444444971018355210,1555556270525398010,222222795790026110,111111725513117610,333333842311632310,222222942718032010,555556145236952610,222222756968959510
1187,11112346444444971018355210,1555556270525398010,222222795790026110,111111725513117610,333333842311632310,222222942718032010,555556145236952610,222222756968959510
1188,11112346444444971018355210,1555556270498497610,222222795143982310,111111725513117610,333333842194567310,222222942105879410,555556145478420610,222222756766674010
1189,11112346444444971018355210,1555556270498497610,222222795143982310,111111725509345410,333333842194567310,222222942105879410,555556145132354310,222222756766674010
1190,11112346444444971018355210,1555556270498497610,222222795297861810,111111713364602910,333333842194567310,222222940259575510,555556145132354310,222222757038660410
1191,11112346444444970939605210,1555556270498497610,222222794228381110,111111713364602910,333333842194567310,222222939494643010,555556134324893710,222222755442302610
1192,11112346444444970939605210,1555556269913924910,222222793166996910,111111712912930010,333333842194567310,222222939494643010,555556132909912610,222222755442302610
1193,11112346444444970939605210,1555556269611012810,222222793051362410,111111712912930010,333333842194567310,222222937988390410,555556132797000610,222222755265869810
1194,11112346444444970939605210,1555556269611012810,222222792455587710,111111712912930010,333333842194567310,222222937914965610,555556132797000610,222222754959209010
1195,11112346444444970891081610,1555556269528530410,222222792455587710,111111712912930010,333333842194567310,222222936908197310,555556132646100610,222222754959209010
1196,11112346444444972208165610,1555556269528530410,222222792455587710,111111711690578210,333333841957902910,222222936908197310,555556132646100610,222222754878674110
1197,11112346444444961542491410,1555556268266301510,111111682853918410,111111711544724910,333333841957902910,222222936908197310,555556132646100610,222222754878674110
1198,11112346444444960496747710,1555556268252040210,111111682853918410,111111711267291910,333333841957902910,222222935548881410,555556132646100610,222222754811926110
1199,11112346444444960496747710,1555556268252040210,111111682853918410,111111711267291910,333333841957902910,222222934229328810,555556132529362210,222222754811926110
1200,11112346444444960496747710,1555556268252040210,111111682853918410,111111706974046810,333333841934164110,222222934229328810,555556008839585210,222222754811926110
1201,11112346444444960496747710,1555556268252040210,111111682815148210,111111706037221810,333333841934164110,222222934229328810,555556008350845810,222222754811926110
1202,11112346444444960496747710,1555556268252040210,111111683108281710,111111705970665410,333333841934164110,222222934297967310,555556008350845810,222222754811926110
1203,11112346444444960496747710,1555556268252040210,111111682278852710,111111705970665410,333333841805532610,222222934212405710,555556008350845810,222222754811926110
1204,11112346444444960496747710,1555556267245500510,111111682278852710,111111705901688410,333333841805532610,222222934212405710,555556008350845810,222222754601855010
1205,11112346444444959423316410,1555556267245500510,111111682278852710,111111705901688410,333333841805532610,222222922187573010,555556007101002410,222222754601855010
1206,11112346444444958916159410,1555556267245500510,111111682348189110,111111705901688410,333333840950951210,222222922187573010,555556006665392010,222222754601855010
1207,11112346444444958916159410,1555556267245500510,111111681779613610,111111705901688410,333333840950951210,222222922187573010,555556006665392010,222222754601855010
1208,11112346333333838014758910,1555556267245500510,111111680826981910,111111705901688410,333333840997627910,222222922187573010,555556006673648010,222222754601855010
1209,11112346333333837260508910,1555556267245500510,111111680826981910,111111705901688410,333333840520314010,222222922187573010,555556005210941810,222222754601855010
1210,11112346333333837260508910,1555556267245500510,111111679397795310,111111705563283410,333333840520314010,222222922187573010,555556005145872410,222222754601855010
1211,11112346333333835918890010,1555556267245500510,111111679397795310,111111705563283410,333333840520314010,222222922034784210,555556005145872410,222222754601855010
1212,11112346333333835918890010,1555556267245500510,111111679397795310,111111705563283410,333333840520314010,222222921948777510,555556005145872410,222222754311196910
1213,11112346333333835918890010,1444445156033726310,111111679397795310,111111705563283410,333333840214146910,222222921948777510,555556005145872410,222222754311196910
1214,11112346333333835918890010,1444445156033726310,111111679397795310,111111705563283410,333333840214146910,222222920753938210,555556005145872410,222222754311196910
1215,11112346333333835480305910,1444445155774983410,111111679145657210,111111705563283410,333333839936492310,222222920753938210,555556005145872410,222222754311196910
1216,11112346333333835480305910,1444445155774983410,111111679145657210,111111705563283410,333333839936492310,222222920161101910,555556005145872410,222222754190422410
1217,11112346333333835480305910,1444445155774983410,111111679145657210,111111704670083310,333333839936492310,222222920161101910,555556005027352410,222222753328902610
1218,11112346333333835480305910,1444445155621719510,111111679145657210,111111704670083310,333333839936492310,222222920041958610,555556005027352410,222222753328902610
1219,11112346333333835480305910,1444445155621719510,111111679145657210,111111704670083310,333333839936492310,222222918523408910,555556004132739410,222222753328902610
1220,11112346333333835480305910,1444445155621719510,111111679145657210,111111703756975310,333333839936492310,222222918523408910,555556004132739410,222222753328902610
1221,11112346333333835480305910,1444445155248050010,111111679145657210,111111703756975310,333333839401773510,222222918449195910,555556004132739410,222222753328902610
1222,11112346333333834319001010,1444445155234276010,111111678047972210,111111703756975310,333333839247958010,222222918449195910,555556004132739410,222222753328902610
1223,11112346333333834319001010,1444445155234276010,111111678047972210,111111703756975310,333333839247958010,222222918449195910,555556004132739410,222222753328902610
1224,11112346333333834319001010,1444445154256988310,111111678047972210,111111705072333510,333333839247958010,222222918316889910,555556003677957410,222222753200677810
1225,11112346333333834319001010,1444445154256988310,111111678047972210,111111702335492610,333333839247958010,222222918316889910,555556003677957410,222222753200677810
1226,11112346333333834319001010,1444445155583768210,111111678047972210,111111702335492610,333333839247958010,222222918316889910,555556003677957410,222222752607961810
1227,11112346333333834120849510,1444445154041169010,111111678047972210,111111702335492610,333333839247958010,222222918190325610,555556003677957410,222222752607961810
1228,11112346333333834120849510,1444445153961787510,111111678047972210,111111701153757110,333333835792439610,222222918190325610,555556003689066010,222222752607961810
1229,11112346333333834120849510,1444445152198350510,111111678047972210,111111700595404210,333333835792439610,222222918190325610,555556003447681310,222222752319618910
1230,11112346333333834120849510,1444445152198350510,111111678047972210,111111700595404210,333333835792439610,222222918231719010,555556003443326010,222222752319618910
1231,11112346333333833359291410,1444445152056207310,111111678047972210,111111700595404210,333333835757827210,222222917036588910,555556003443326010,222222752319618910
1232,11112346333333833359291410,1444445151885888110,111111678047972210,111111699612950810,333333835757827210,222222917551274310,555556003443326010,222222751333500110
1233,11112346333333833359291410,1444445149466690210,111111678047972210,111111699612950810,333333835673595210,222222915143166710,555556003443326010,222222750916691610
1234,11112346333333833304533910,1444445149107970710,111111678047972210,111111699612950810,333333834493587210,222222915143166710,555556003443326010,222222750821820810
1235,11112346333333833196387510,1444445149107970710,111111678047972210,111111699612950810,333333834428556210,222222915143166710,555556003443326010,222222750821820810
1236,11112346333333832207077610,1444445147884005110,111111677005006610,111111699612950810,333333834428556210,222222915143166710,555556003377843010,222222750821820810
1237,11112346333333832207077610,1444445147884005110,111111677005006610,111111699612950810,333333834342933210,222222915143166710,555556003377843010,222222750821820810
1238,11112346333333832146590010,1444445147884005110,111111677005006610,111111699605217810,333333834342933210,222222916237172710,555556003081943010,222222752184697510
1239,11112346333333832146590010,1444445146323683710,111111677005006610,111111699605217810,333333834342933210,222222913892786110,555556003081943010,222222743114097110
1240,11112346333333832146590010,1444445146323683710,111111677005006610,111111699432094010,333333834342933210,222222912810558310,555556002106438010,222222743114097110
1241,11112346333333819774425910,1444445146323683710,111111676449647210,111111699432094010,333333833094314310,222222912810558310,555556002106438010,222222743114097110
1242,11112346333333819774425910,1444445146323683710,111111676449647210,111111699432094010,333333832973009310,222222912253303710,555556002102029110,222222743114097110
1243,11112346333333819606722110,1444445146225572210,111111676449647210,111111699432094010,333333832973009310,222222912253303710,555556000467019010,222222743114097110
1244,11112346333333819606722110,1444445145807143210,111111676449647210,111111699395981010,333333832973009310,222222912253303710,555556000467019010,222222741732563010
1245,11112346333333819606722110,1444445145807143210,111111676449647210,111111699395981010,333333832973009310,222222912253303710,555556000026088410,222222741732563010
1246,11112346333333819606722110,1444445145668957710,111111676449647210,111111699395981010,333333832016374210,222222911719690310,555556000026088410,222222741732563010
1247,11112346333333819606722110,1444445145668957710,111111676039999710,111111699395981010,333333831752030210,222222911719690310,555555999679006810,222222741732563010
1248,11112346333333819442105110,1444445145494655010,111111674975904810,111111699395981010,333333830213837210,222222911505588810,555555999679006810,222222742737526010
1249,11112346333333819442105110,1444445145494655010,111111674975904810,111111699395981010,333333830213837210,222222911505588810,555555999679006810,222222741498336710
1250,11112346333333819442105110,1444445145494655010,111111674975904810,111111699395981010,333333830100009810,222222910178037010,555555999679006810,222222741498336710
1251,11112346333333819442105110,1444445145494655010,111111674721374710,111111699395981010,333333830100009810,222222910178037010,555555999679006810,222222741498336710
1252,11112346333333819442105110,1444445145494655010,111111674721374710,111111699395981010,333333830100009810,222222910178037010,555555999679006810,222222741498336710
1253,11112346333333819442105110,1444445145494655010,111111674543561410,111111699395981010,333333830100009810,222222909169003710,555555999679006810,222222741498336710
1254,11112346333333819442105110,1444445145494655010,111111674184292110,111111699136704710,333333830100009810,222222909120155210,555555997436003910,222222741498336710
1255,11112346333333819442105110,1444445145494655010,111111673974480110,111111699136704710,333333830100009810,222222909120155210,555555997436003910,222222741498336710
1256,11112346333333820520715310,1444445145494655010,111111673859103210,111111699136704710,333333818846329510,222222908936654010,555555997213688210,222222741005635110
1257,11112346333333817895879210,1444445145494655010,111111673859103210,111111699136704710,333333818846329510,222222908936654010,555555996996280510,222222741005635110
1258,11112346333333816921257510,1444445145494655010,111111671674158810,111111699136704710,333333818846329510,222222908922451110,555555996996280510,222222741005635110
1259,11112346333333816921257510,1444445145494655010,111111671388497210,111111699136704710,333333807415600710,222222908922451110,555555996996280510,222222741005635110
1260,11112346333333817064203610,1444445145494655010,111111670536322510,111111699136704710,333333807415600710,222222908617214410,555555996996280510,222222741005635110
1261,11112346333333815721918710,1444445144827269310,111111670300799810,111111699136704710,333333807415600710,222222906251312510,555555996500048510,222222741005635110
1262,11112346333333815900902110,1444445143491227510,111111670300799810,111111699136704710,333333807415600710,222222906251312510,555555996656855210,222222739723552110
1263,11112346333333814809065910,1444445143491227510,111111670300799810,111111698004179510,333333807415600710,222222906251312510,555555996089073410,222222739723552110
1264,11112346333333814809065910,1444445129322177610,111111670300799810,111111697483547010,333333807415600710,222222906251312510,555555996089073410,222222739723552110
1265,11112346333333814809065910,1444445129322177610,111111670300799810,111111697325459010,333333807415600710,222222903925678210,555555996089073410,222222739723552110
1266,11112346333333814809065910,1444445129322177610,111111670300799810,111111697325459010,333333807415600710,222222903802040810,555555996089073410,222222739615973510
1267,11112346333333814809065910,1444445129322177610,111111670300799810,111111697325459010,333333807379814610,222222903551943510,555555996089073410,222222739615973510
1268,11112346333333814351009810,1444445129158077710,111111670300799810,111111697325459010,333333807379814610,222222903551943510,555555995779185410,222222739615973510
1269,11112346333333814351009810,1444445129158077710,111111670300799810,111111697325459010,333333807379814610,222222903551943510,555555995779185410,222222739489522610
1270,11112346333333814240054810,1444445129158077710,111111669369883610,111111697325459010,333333807064233810,222222903551943510,555555994681801910,222222739435944010
1271,11112346333333814240054810,1444445128666430210,111111669369883610,111111697325459010,333333807064233810,222222903551943510,555555994681801910,222222739435944010
1272,11112346333333814240054810,1444445128666430210,111111669254821610,111111697325459010,333333806987233810,222222903551943510,555555994681801910,222222739395234610
1273,11112346333333814240054810,1444445128666430210,111111669254821610,111111697169469210,333333806987233810,222222903551943510,555555994681801910,222222737375453710
1274,11112346333333812088391310,1444445128645196910,111111669254821610,111111696945251210,333333806987233810,222222903551943510,555555994681801910,222222737375453710
1275,11112346333333812088391310,1444445128645196910,111111669167472110,111111696945251210,333333806987233810,222222903551943510,555555994681801910,222222736550239810
1276,11112346333333809703969310,1444445128645196910,111111669167472110,111111696945251210,333333806987233810,222222903551943510,555555994681801910,222222736550239810
1277,11112346333333809703969310,1444445128598574410,111111669167472110,111111696945251210,333333806870482010,222222903551943510,555555994681801910,222222736550239810
1278,11112346333333809703969310,1444445128208485910,111111669167472110,111111696945251210,333333806698473810,222222903540733110,555555997726620910,222222736073122810
1279,11112346333333809424530610,1444445128208485910,111111669167472110,111111696945251210,333333806698473810,222222903540733110,444444886969886210,222222736073122810
1280,11112346333333809424530610,1444445128208485910,111111668292589010,111111696945251210,333333806698473810,222222903540733110,444444886866446710,222222736073122810
1281,11112346333333809392907710,1444445128208485910,111111668292589010,111111696945251210,333333806698473810,222222903540733110,444444886839778810,222222736073122810
1282,11112346333333810658029510,1444445128208485910,111111668292589010,111111696945251210,333333806698473810,222222903540733110,444444886839778810,222222735016483410
1283,11112346333333808593909510,1444445128208485910,111111668292589010,111111696737654310,333333806698473810,222222903540733110,333333777736306710,222222735016483410
