Strand-0144	Domain-04-07-10	c.Domain-04-07-09	c.Domain-03-07-09	Domain-03-07-10		
Strand-0145	Domain-06-07-02	c.Domain-06-07-01	c.Domain-05-07-01	Domain-05-07-02		
Strand-0146	Domain-06-07-04	c.Domain-06-07-03	c.Domain-07-07-03	Domain-07-07-04		
Strand-0147	Domain-06-07-06	c.Domain-06-07-05	c.Domain-05-07-05	Domain-05-07-06		
Strand-0148	Domain-06-07-08	c.Domain-06-07-07	c.Domain-07-07-07	Domain-07-07-08		
Strand-0149	Domain-06-07-10	c.Domain-06-07-09	c.Domain-05-07-09	Domain-05-07-10		
Strand-0150	Domain-08-07-02	c.Domain-08-07-01	c.Domain-07-07-01	Domain-07-07-02		
Strand-0151	Domain-08-07-04	c.Domain-08-07-03	c.Domain-09-07-03	Domain-09-07-04		
Strand-0152	Domain-08-07-06	c.Domain-08-07-05	c.Domain-07-07-05	Domain-07-07-06		
Strand-0153	Domain-08-07-08	c.Domain-08-07-07	c.Domain-09-07-07	Domain-09-07-08		
Strand-0154	Domain-08-07-10	c.Domain-08-07-09	c.Domain-07-07-09	Domain-07-07-10		
Strand-0157	Domain-10-07-10	c.Domain-10-07-09	c.Domain-09-07-09	Domain-09-07-10		
Strand-0158	Domain-09-08-02	c.Domain-09-08-01	c.Domain-08-08-01	Domain-08-08-02		
Strand-0160	Domain-09-08-06	c.Domain-09-08-05	c.Domain-08-08-05	Domain-08-08-06		
Strand-0162	Domain-09-08-10	c.Domain-09-08-09	c.Domain-08-08-09	Domain-08-08-10		
Strand-0163	Domain-07-08-02	c.Domain-07-08-01	c.Domain-06-08-01	Domain-06-08-02		
Strand-0164	Domain-07-08-04	c.Domain-07-08-03	c.Domain-08-08-03	Domain-08-08-04		
Strand-0165	Domain-07-08-06	c.Domain-07-08-05	c.Domain-06-08-05	Domain-06-08-06		
Strand-0166	Domain-07-08-08	c.Domain-07-08-07	c.Domain-08-08-07	Domain-08-08-08		
Strand-0167	Domain-07-08-10	c.Domain-07-08-09	c.Domain-06-08-09	Domain-06-08-10		
Strand-0168	Domain-05-08-02	c.Domain-05-08-01	c.Domain-04-08-01	Domain-04-08-02		
Strand-0169	Domain-05-08-04	c.Domain-05-08-03	c.Domain-06-08-03	Domain-06-08-04		
Strand-0170	Domain-05-08-06	c.Domain-05-08-05	c.Domain-04-08-05	Domain-04-08-06		
Strand-0171	Domain-05-08-08	c.Domain-05-08-07	c.Domain-06-08-07	Domain-06-08-08		
Strand-0172	Domain-05-08-10	c.Domain-05-08-09	c.Domain-04-08-09	Domain-04-08-10		
Strand-0173	Domain-03-08-02	c.Domain-03-08-01	c.Domain-02-08-01	Domain-02-08-02		
Strand-0174	Domain-03-08-04	c.Domain-03-08-03	c.Domain-04-08-03	Domain-04-08-04		
Strand-0175	Domain-03-08-06	c.Domain-03-08-05	c.Domain-02-08-05	Domain-02-08-06		
Strand-0176	Domain-03-08-08	c.Domain-03-08-07	c.Domain-04-08-07	Domain-04-08-08		
Strand-0177	Domain-03-08-10	c.Domain-03-08-09	c.Domain-02-08-09	Domain-02-08-10		
Strand-0181	Domain-02-09-04	c.Domain-02-09-03	c.Domain-03-09-03	Domain-03-09-04		
Strand-0183	Domain-02-09-08	c.Domain-02-09-07	c.Domain-03-09-07	Domain-03-09-08		
Strand-0184	Domain-02-09-10	c.Domain-02-09-09	c.Domain-01-09-09	Domain-01-09-10		
Strand-0185	Domain-04-09-02	c.Domain-04-09-01	c.Domain-03-09-01	Domain-03-09-02		
Strand-0186	Domain-04-09-04	c.Domain-04-09-03	c.Domain-05-09-03	Domain-05-09-04		
Strand-0187	Domain-04-09-06	c.Domain-04-09-05	c.Domain-03-09-05	Domain-03-09-06		
Strand-0188	Domain-04-09-08	c.Domain-04-09-07	c.Domain-05-09-07	Domain-05-09-08		
Strand-0189	Domain-04-09-10	c.Domain-04-09-09	c.Domain-03-09-09	Domain-03-09-10		
Strand-0190	Domain-06-09-02	c.Domain-06-09-01	c.Domain-05-09-01	Domain-05-09-02		
Strand-0191	Domain-06-09-04	c.Domain-06-09-03	c.Domain-07-09-03	Domain-07-09-04		
Strand-0192	Domain-06-09-06	c.Domain-06-09-05	c.Domain-05-09-05	Domain-05-09-06		
Strand-0193	Domain-06-09-08	c.Domain-06-09-07	c.Domain-07-09-07	Domain-07-09-08		
Strand-0194	Domain-06-09-10	c.Domain-06-09-09	c.Domain-05-09-09	Domain-05-09-10		
Strand-0195	Domain-08-09-02	c.Domain-08-09-01	c.Domain-07-09-01	Domain-07-09-02		
Strand-0196	Domain-08-09-04	c.Domain-08-09-03	c.Domain-09-09-03	Domain-09-09-04		
Strand-0197	Domain-08-09-06	c.Domain-08-09-05	c.Domain-07-09-05	Domain-07-09-06		
Strand-0198	Domain-08-09-08	c.Domain-08-09-07	c.Domain-09-09-07	Domain-09-09-08		
Strand-0199	Domain-08-09-10	c.Domain-08-09-09	c.Domain-07-09-09	Domain-07-09-10		
Strand-0202	Domain-10-09-10	c.Domain-10-09-09	c.Domain-09-09-09	Domain-09-09-10		
Strand-0205	Domain-09-10-06	c.Domain-09-10-05	c.Domain-08-10-05	Domain-08-10-06		
Strand-0206	Domain-09-10-08	c.Domain-09-10-07	c.Domain-10-10-07	Domain-10-10-08		
Strand-0209	Domain-07-10-04	c.Domain-07-10-03	c.Domain-08-10-03	Domain-08-10-04		
Strand-0210	Domain-07-10-06	c.Domain-07-10-05	c.Domain-06-10-05	Domain-06-10-06		
Strand-0211	Domain-07-10-08	c.Domain-07-10-07	c.Domain-08-10-07	Domain-08-10-08		
Strand-0214	Domain-05-10-04	c.Domain-05-10-03	c.Domain-06-10-03	Domain-06-10-04		
Strand-0215	Domain-05-10-06	c.Domain-05-10-05	c.Domain-04-10-05	Domain-04-10-06		
Strand-0216	Domain-05-10-08	c.Domain-05-10-07	c.Domain-06-10-07	Domain-06-10-08		
Strand-0219	Domain-03-10-04	c.Domain-03-10-03	c.Domain-04-10-03	Domain-04-10-04		
Strand-0220	Domain-03-10-06	c.Domain-03-10-05	c.Domain-02-10-05	Domain-02-10-06		
Strand-0221	Domain-03-10-08	c.Domain-03-10-07	c.Domain-04-10-07	Domain-04-10-08		
Strand-0227	Domain-T8	c.Domain-01-01-10	c.Domain-01-02-10	Domain-T8		
Strand-0230	Domain-T8	c.Domain-03-01-10	c.Domain-03-02-10	Domain-T8		
Strand-0233	Domain-T8	c.Domain-05-01-10	c.Domain-05-02-10	Domain-T8		
Strand-0236	Domain-T8	c.Domain-07-01-10	c.Domain-07-02-10	Domain-T8		
Strand-0239	Domain-T8	c.Domain-09-01-10	c.Domain-09-02-10	Domain-T8		
Strand-0240	Domain-10-02-01	Domain-T8	Domain-T8	Domain-10-01-01		
Strand-0241	Domain-10-02-03	c.Domain-10-02-02	c.Domain-10-03-02	Domain-10-03-03		
Strand-0243	Domain-10-02-07	c.Domain-10-02-06	c.Domain-10-03-06	Domain-10-03-07		
Strand-0244	Domain-10-02-09	c.Domain-10-02-08	c.Domain-10-01-08	Domain-10-01-09		
Strand-0245	Domain-T8	c.Domain-10-02-10	c.Domain-10-03-10	Domain-T8		
Strand-0246	Domain-08-02-01	Domain-T8	Domain-T8	Domain-08-01-01		
Strand-0247	Domain-08-02-03	c.Domain-08-02-02	c.Domain-08-03-02	Domain-08-03-03		
Strand-0249	Domain-08-02-07	c.Domain-08-02-06	c.Domain-08-03-06	Domain-08-03-07		
Strand-0250	Domain-08-02-09	c.Domain-08-02-08	c.Domain-08-01-08	Domain-08-01-09		
Strand-0251	Domain-T8	c.Domain-08-02-10	c.Domain-08-03-10	Domain-T8		
Strand-0252	Domain-06-02-01	Domain-T8	Domain-T8	Domain-06-01-01		
Strand-0253	Domain-06-02-03	c.Domain-06-02-02	c.Domain-06-03-02	Domain-06-03-03		
Strand-0255	Domain-06-02-07	c.Domain-06-02-06	c.Domain-06-03-06	Domain-06-03-07		
Strand-0256	Domain-06-02-09	c.Domain-06-02-08	c.Domain-06-01-08	Domain-06-01-09		
Strand-0257	Domain-T8	c.Domain-06-02-10	c.Domain-06-03-10	Domain-T8		
Strand-0258	Domain-04-02-01	Domain-T8	Domain-T8	Domain-04-01-01		
Strand-0259	Domain-04-02-03	c.Domain-04-02-02	c.Domain-04-03-02	Domain-04-03-03		
Strand-0261	Domain-04-02-07	c.Domain-04-02-06	c.Domain-04-03-06	Domain-04-03-07		
Strand-0262	Domain-04-02-09	c.Domain-04-02-08	c.Domain-04-01-08	Domain-04-01-09		
Strand-0263	Domain-T8	c.Domain-04-02-10	c.Domain-04-03-10	Domain-T8		
Strand-0264	Domain-02-02-01	Domain-T8	Domain-T8	Domain-02-01-01		
Strand-0265	Domain-02-02-03	c.Domain-02-02-02	c.Domain-02-03-02	Domain-02-03-03		
Strand-0267	Domain-02-02-07	c.Domain-02-02-06	c.Domain-02-03-06	Domain-02-03-07		
Strand-0268	Domain-02-02-09	c.Domain-02-02-08	c.Domain-02-01-08	Domain-02-01-09		
Strand-0269	Domain-T8	c.Domain-02-02-10	c.Domain-02-03-10	Domain-T8		
Strand-0270	Domain-01-03-01	Domain-T8	Domain-T8	Domain-01-02-01		
Strand-0271	Domain-01-03-03	c.Domain-01-03-02	c.Domain-01-04-02	Domain-01-04-03		
Strand-0272	Domain-01-03-05	c.Domain-01-03-04	c.Domain-01-02-04	Domain-01-02-05		
Strand-0273	Domain-01-03-07	c.Domain-01-03-06	c.Domain-01-04-06	Domain-01-04-07		
Strand-0274	Domain-01-03-09	c.Domain-01-03-08	c.Domain-01-02-08	Domain-01-02-09		
Strand-0275	Domain-T8	c.Domain-01-03-10	c.Domain-01-04-10	Domain-T8		
Strand-0276	Domain-03-03-01	Domain-T8	Domain-T8	Domain-03-02-01		
Strand-0277	Domain-03-03-03	c.Domain-03-03-02	c.Domain-03-04-02	Domain-03-04-03		
Strand-0278	Domain-03-03-05	c.Domain-03-03-04	c.Domain-03-02-04	Domain-03-02-05		
Strand-0279	Domain-03-03-07	c.Domain-03-03-06	c.Domain-03-04-06	Domain-03-04-07		
Strand-0280	Domain-03-03-09	c.Domain-03-03-08	c.Domain-03-02-08	Domain-03-02-09		
Strand-0281	Domain-T8	c.Domain-03-03-10	c.Domain-03-04-10	Domain-T8		
Strand-0282	Domain-05-03-01	Domain-T8	Domain-T8	Domain-05-02-01		
Strand-0283	Domain-05-03-03	c.Domain-05-03-02	c.Domain-05-04-02	Domain-05-04-03		
Strand-0284	Domain-05-03-05	c.Domain-05-03-04	c.Domain-05-02-04	Domain-05-02-05		
Strand-0285	Domain-05-03-07	c.Domain-05-03-06	c.Domain-05-04-06	Domain-05-04-07		
Strand-0286	Domain-05-03-09	c.Domain-05-03-08	c.Domain-05-02-08	Domain-05-02-09		
Strand-0287	Domain-T8	c.Domain-05-03-10	c.Domain-05-04-10	Domain-T8		
Strand-0288	Domain-07-03-01	Domain-T8	Domain-T8	Domain-07-02-01		
Strand-0289	Domain-07-03-03	c.Domain-07-03-02	c.Domain-07-04-02	Domain-07-04-03		
Strand-0290	Domain-07-03-05	c.Domain-07-03-04	c.Domain-07-02-04	Domain-07-02-05		
Strand-0291	Domain-07-03-07	c.Domain-07-03-06	c.Domain-07-04-06	Domain-07-04-07		
Strand-0292	Domain-07-03-09	c.Domain-07-03-08	c.Domain-07-02-08	Domain-07-02-09		
Strand-0293	Domain-T8	c.Domain-07-03-10	c.Domain-07-04-10	Domain-T8		
Strand-0294	Domain-09-03-01	Domain-T8	Domain-T8	Domain-09-02-01		
Strand-0295	Domain-09-03-03	c.Domain-09-03-02	c.Domain-09-04-02	Domain-09-04-03		
Strand-0296	Domain-09-03-05	c.Domain-09-03-04	c.Domain-09-02-04	Domain-09-02-05		
Strand-0297	Domain-09-03-07	c.Domain-09-03-06	c.Domain-09-04-06	Domain-09-04-07		
Strand-0298	Domain-09-03-09	c.Domain-09-03-08	c.Domain-09-02-08	Domain-09-02-09		
Strand-0299	Domain-T8	c.Domain-09-03-10	c.Domain-09-04-10	Domain-T8		
Strand-0300	Domain-10-04-01	Domain-T8	Domain-T8	Domain-10-03-01		
Strand-0301	Domain-10-04-03	c.Domain-10-04-02	c.Domain-10-05-02	Domain-10-05-03		
Strand-0302	Domain-10-04-05	c.Domain-10-04-04	c.Domain-10-03-04	Domain-10-03-05		
Strand-0303	Domain-10-04-07	c.Domain-10-04-06	c.Domain-10-05-06	Domain-10-05-07		
Strand-0304	Domain-10-04-09	c.Domain-10-04-08	c.Domain-10-03-08	Domain-10-03-09		
Strand-0305	Domain-T8	c.Domain-10-04-10	c.Domain-10-05-10	Domain-T8		
Strand-0306	Domain-08-04-01	Domain-T8	Domain-T8	Domain-08-03-01		
Strand-0307	Domain-08-04-03	c.Domain-08-04-02	c.Domain-08-05-02	Domain-08-05-03		
Strand-0308	Domain-08-04-05	c.Domain-08-04-04	c.Domain-08-03-04	Domain-08-03-05		
Strand-0309	Domain-08-04-07	c.Domain-08-04-06	c.Domain-08-05-06	Domain-08-05-07		
Strand-0310	Domain-08-04-09	c.Domain-08-04-08	c.Domain-08-03-08	Domain-08-03-09		
Strand-0311	Domain-T8	c.Domain-08-04-10	c.Domain-08-05-10	Domain-T8		
Strand-0312	Domain-06-04-01	Domain-T8	Domain-T8	Domain-06-03-01		
Strand-0313	Domain-06-04-03	c.Domain-06-04-02	c.Domain-06-05-02	Domain-06-05-03		
Strand-0314	Domain-06-04-05	c.Domain-06-04-04	c.Domain-06-03-04	Domain-06-03-05		
Strand-0315	Domain-06-04-07	c.Domain-06-04-06	c.Domain-06-05-06	Domain-06-05-07		
Strand-0316	Domain-06-04-09	c.Domain-06-04-08	c.Domain-06-03-08	Domain-06-03-09		
Strand-0317	Domain-T8	c.Domain-06-04-10	c.Domain-06-05-10	Domain-T8		
Strand-0318	Domain-04-04-01	Domain-T8	Domain-T8	Domain-04-03-01		
Strand-0319	Domain-04-04-03	c.Domain-04-04-02	c.Domain-04-05-02	Domain-04-05-03		
Strand-0320	Domain-04-04-05	c.Domain-04-04-04	c.Domain-04-03-04	Domain-04-03-05		
Strand-0321	Domain-04-04-07	c.Domain-04-04-06	c.Domain-04-05-06	Domain-04-05-07		
Strand-0322	Domain-04-04-09	c.Domain-04-04-08	c.Domain-04-03-08	Domain-04-03-09		
Strand-0323	Domain-T8	c.Domain-04-04-10	c.Domain-04-05-10	Domain-T8		
Strand-0324	Domain-02-04-01	Domain-T8	Domain-T8	Domain-02-03-01		
Strand-0325	Domain-02-04-03	c.Domain-02-04-02	c.Domain-02-05-02	Domain-02-05-03		
Strand-0326	Domain-02-04-05	c.Domain-02-04-04	c.Domain-02-03-04	Domain-02-03-05		
Strand-0327	Domain-02-04-07	c.Domain-02-04-06	c.Domain-02-05-06	Domain-02-05-07		
Strand-0328	Domain-02-04-09	c.Domain-02-04-08	c.Domain-02-03-08	Domain-02-03-09		
Strand-0329	Domain-T8	c.Domain-02-04-10	c.Domain-02-05-10	Domain-T8		
Strand-0330	Domain-01-05-01	Domain-T8	Domain-T8	Domain-01-04-01		
Strand-0331	Domain-01-05-03	c.Domain-01-05-02	c.Domain-01-06-02	Domain-01-06-03		
Strand-0332	Domain-01-05-05	c.Domain-01-05-04	c.Domain-01-04-04	Domain-01-04-05		
Strand-0333	Domain-01-05-07	c.Domain-01-05-06	c.Domain-01-06-06	Domain-01-06-07		
Strand-0334	Domain-01-05-09	c.Domain-01-05-08	c.Domain-01-04-08	Domain-01-04-09		
Strand-0335	Domain-T8	c.Domain-01-05-10	c.Domain-01-06-10	Domain-T8		
Strand-0336	Domain-03-05-01	Domain-T8	Domain-T8	Domain-03-04-01		
Strand-0337	Domain-03-05-03	c.Domain-03-05-02	c.Domain-03-06-02	Domain-03-06-03		
Strand-0338	Domain-03-05-05	c.Domain-03-05-04	c.Domain-03-04-04	Domain-03-04-05		
Strand-0339	Domain-03-05-07	c.Domain-03-05-06	c.Domain-03-06-06	Domain-03-06-07		
Strand-0340	Domain-03-05-09	c.Domain-03-05-08	c.Domain-03-04-08	Domain-03-04-09		
Strand-0341	Domain-T8	c.Domain-03-05-10	c.Domain-03-06-10	Domain-T8		
Strand-0342	Domain-05-05-01	Domain-T8	Domain-T8	Domain-05-04-01		
Strand-0343	Domain-05-05-03	c.Domain-05-05-02	c.Domain-05-06-02	Domain-05-06-03		
Strand-0344	Domain-05-05-05	c.Domain-05-05-04	c.Domain-05-04-04	Domain-05-04-05		
